,attraction_name,category,rating,reviews,categories,address,city
557,Pioneer Park,Park,3.8,1927,"Park, Tourist attraction","Pioneer Park, 350 S 300 W, Salt Lake City, UT 84101",Salt-lake-city
558,International Peace Gardens,Garden,4.7,1855,Garden,"International Peace Gardens, 1160 Dalton Ave S, Salt Lake City, UT 84104",Salt-lake-city
559,Tanner Park,Park,4.6,1564,"Park, Tourist attraction","Tanner Park, 2660 Heritage Way, Salt Lake City, UT 84109",Salt-lake-city
560,Gilgal Sculpture Garden,Park,4.3,1545,"Park, Garden, Tourist attraction","Gilgal Sculpture Garden, 749 E 500 S, Salt Lake City, UT 84102",Salt-lake-city
561,Joseph Smith Memorial Building,Historical landmark,4.8,1470,Historical landmark,"Joseph Smith Memorial Building, 15 E S Temple St, Salt Lake City, UT 84150",Salt-lake-city
562,Clark Planetarium,Planetarium,4.6,1389,"Planetarium, Science museum","Clark Planetarium, 110 400 W, Salt Lake City, UT 84101",Salt-lake-city
563,Land Cruiser Heritage Museum,Museum,5,1309,"Museum, Tourist attraction","Land Cruiser Heritage Museum, 476 W 600 N, Salt Lake City, UT 84101",Salt-lake-city
564,Fitts Park,Park,4.5,1072,"Park, Tourist attraction","Fitts Park, 3050 S 500 E, South Salt Lake, UT 84106",Salt-lake-city
565,Salt Lake City Public Library,Public library,4.6,912,"Public library, Art gallery, Tourist attraction, Wedding venue","Salt Lake City Public Library, 210 E 400 S, Salt Lake City, UT 84111",Salt-lake-city
566,Ensign Peak,Park,4.7,696,"Park, Tourist attraction","Ensign Peak, Ensign Peak Trail, Salt Lake City, UT 84103",Salt-lake-city
567,Parleys Historic Nature Park,Park,4.7,671,"Park, Tourist attraction","Parleys Historic Nature Park, 2667 Heritage Way, Salt Lake City, UT 84109",Salt-lake-city
568,The Living Room Trailhead,Hiking area,4.7,564,"Hiking area, Tourist attraction","The Living Room Trailhead, 383 Colorow Rd, Salt Lake City, UT 84108",Salt-lake-city
569,Washington Square Park,Park,4.6,528,"Park, Tourist attraction","Washington Square Park, 451 S State St, Salt Lake City, UT 84111",Salt-lake-city
570,Artesian Well Park,Park,4.6,492,Park,"Artesian Well Park, 808 S 500 E, Salt Lake City, UT 84102",Salt-lake-city
571,Pioneer Memorial Museum,Museum,4.6,462,"Museum, Historical society, Tourist attraction","Pioneer Memorial Museum, 300 N Main St, Salt Lake City, UT 84103",Salt-lake-city
572,Beehive House,Historical landmark,4.6,401,"Historical landmark, Religious organization","Beehive House, 67 E S Temple St, Salt Lake City, UT 84150",Salt-lake-city
573,City Creek Park,Park,4.6,375,"Park, Tourist attraction","City Creek Park, 350 State St, Salt Lake City, UT 84103",Salt-lake-city
574,Fort Douglas Military Museum,Museum,4.7,375,"Museum, Historical place museum, Tourist attraction","Fort Douglas Military Museum, 32 Potter St, Fort Douglas, UT 84113",Salt-lake-city
575,Utah Museum of Contemporary Art,Art museum,4.3,324,"Art museum, Art gallery, Art studio, Arts organization, Cultural center, Exhibit, Museum, Tourist attraction","Utah Museum of Contemporary Art, 20 S W Temple St, Salt Lake City, UT 84101",Salt-lake-city
576,Warm Springs Park,Park,4.2,314,"Park, Tourist attraction","Warm Springs Park, 840 N 300 W, Salt Lake City, UT 84103",Salt-lake-city
577,Rosewood Park,Park,4.4,313,"Park, Tourist attraction","Rosewood Park, 1400 N 1200 W, Salt Lake City, UT 84116",Salt-lake-city
578,Millcreek Canyon,Hiking area,4.7,300,Hiking area,"Millcreek Canyon, 3800 Mill Creek Canyon Rd, Salt Lake City, UT 84124",Salt-lake-city
579,Terrace Picnic Area,Park,4.8,222,"Park, Tourist attraction","Terrace Picnic Area, 6752 Mill Creek Canyon Rd, Salt Lake City, UT 84109",Salt-lake-city
580,Popperton Park,Park,4.5,191,"Park, Tourist attraction","Popperton Park, 1400 Popperton Park Way, Salt Lake City, UT 84114",Salt-lake-city
581,City Sights - Salt Lake City Tours,Tour operator,4.8,179,"Tour operator, Bus charter, Bus tour agency, Sightseeing tour agency, Tourist information center","City Sights - Salt Lake City Tours, 215 W S Temple St, Salt Lake City, UT 84101",Salt-lake-city
582,McCune Mansion,Event venue,4.6,143,"Event venue, Event management company, Historical landmark, Meeting planning service, Tourist attraction, Wedding planner, Wedding service, Wedding venue","McCune Mansion, 200 N Main St, Salt Lake City, UT 84103",Salt-lake-city
583,Faultline Park,Park,4.5,133,"Park, Tourist attraction","Faultline Park, Salt Lake City, UT 84102",Salt-lake-city
584,Guadalupe Park,Park,4.2,119,"Park, Tourist attraction","Guadalupe Park, 619 W 500 N, Salt Lake City, UT 84116",Salt-lake-city
585,Salt Lake City Cemetery,Cemetery,4.6,95,"Cemetery, Tourist attraction","Salt Lake City Cemetery, 200 N St E, Salt Lake City, UT 84103",Salt-lake-city
586,Donner Trail Park,Park,4.6,91,"Park, Tourist attraction","Donner Trail Park, 2903 Kennedy Dr, Salt Lake City, UT 84108",Salt-lake-city
587,Westminster Park,Park,4.4,90,Park,"Westminster Park, 986 E 1700 S, Salt Lake City, UT 84105",Salt-lake-city
588,Salt Lake Ghosts,Tour operator,4.9,72,Tour operator,"Salt Lake Ghosts, 515 S 400 E #534, Salt Lake City, UT 84111",Salt-lake-city
589,Local Food Walking Tours,Tour operator,4.8,69,"Tour operator, Service establishment",,Salt-lake-city
590,Pony Express National Historic Trail,Monument,4.6,59,"Monument, Tourist attraction","Pony Express National Historic Trail, 2423-2599 Sunnyside Ave S, Salt Lake City, UT 84108",Salt-lake-city
591,Visit Salt Lake,Tourist information center,4.5,58,"Tourist information center, Gift shop","Visit Salt Lake, 90 S W Temple St, Salt Lake City, UT 84101",Salt-lake-city
592,Trolley Tours of Salt Lake City,Tour operator,4.8,47,"Tour operator, Bus tour agency, Sightseeing tour agency, Tourist attraction","Trolley Tours of Salt Lake City, 215 W S Temple St, Salt Lake City, UT 84101",Salt-lake-city
593,State of Utah Council Hall,Historical landmark,4.4,46,"Historical landmark, Tourist attraction","State of Utah Council Hall, 300 State St, Salt Lake City, UT 84103",Salt-lake-city
594,Governor's Mansion,Government office,4.3,34,"Government office, Historical landmark, Tourist attraction","Governor's Mansion, 603 E S Temple St, Salt Lake City, UT 84102",Salt-lake-city
595,Brigham Young Monument,Historical landmark,4.6,33,"Historical landmark, Tourist attraction","Brigham Young Monument, 15 E S Temple St, Salt Lake City, UT 84101",Salt-lake-city
596,Utah Office of Tourism,Government office,4,29,"Government office, State Department of Tourism, Tourist attraction","Utah Office of Tourism, 300 N State St, Salt Lake City, UT 84114",Salt-lake-city
597,Attraction Explorers - Salt Lake City Tours,Tour operator,4.9,24,"Tour operator, Bus tour agency, Sightseeing tour agency","Attraction Explorers - Salt Lake City Tours, 213 W S Temple St, Salt Lake City, UT 84101",Salt-lake-city
598,Red Butte Stone House,Historical landmark,4.5,24,"Historical landmark, Tourist attraction","Red Butte Stone House, 300 Wakara Way, Salt Lake City, UT 84108",Salt-lake-city
599,"Mural ""Legends of Rock""",Tourist attraction,4.3,12,Tourist attraction,"Mural ""Legends of Rock"", Salt Lake City, UT 84101",Salt-lake-city
600,Wasatch Mountain Club,Mountaineering club,4.6,11,"Mountaineering club, Recreation center, Tourist attraction","Wasatch Mountain Club, 1390 S 1100 E #103, Salt Lake City, UT 84105",Salt-lake-city
601,Pioneer Log Cabin,Museum,5,8,"Museum, Tourist attraction","Pioneer Log Cabin, 45 N W Temple St, Salt Lake City, UT 84150",Salt-lake-city
602,Daughters of Utah Pioneers Museum,Education center,5,4,Education center,"Daughters of Utah Pioneers Museum, 300 Main St, Salt Lake City, UT 84103",Salt-lake-city
603,Utah Copper Mine Bus Tours,Sightseeing tour agency,4.8,4,"Sightseeing tour agency, Bus tour agency, Tour operator, Tourist information center","Utah Copper Mine Bus Tours, 215 W S Temple St, Salt Lake City, UT 84101",Salt-lake-city
604,Salt Lake Culture & Nature Mural,Tourist attraction,5,1,Tourist attraction,"Salt Lake Culture & Nature Mural, 9575 S State St, Sandy, UT 84070",Salt-lake-city
605,Canyon Rim Park,Park,4.7,540,"Park, Tourist attraction","Canyon Rim Park, 3100 S Grace St, Millcreek, UT 84109",Salt-lake-city
606,Tunnel Springs Park,Park,4.7,509,"Park, Tourist attraction","Tunnel Springs Park, 1080 Eaglepointe Dr, North Salt Lake, UT 84054",Salt-lake-city
607,Evergreen Park,Park,4.5,296,"Park, Tourist attraction","Evergreen Park, 2266 E Evergreen Ave, Salt Lake City, UT 84109",Salt-lake-city
608,Hidden Falls,Tourist attraction,4.7,134,Tourist attraction,"Hidden Falls, Salt Lake City, UT 84121",Salt-lake-city
609,Big Mountain Summit,Tourist attraction,4.9,132,Tourist attraction,"Big Mountain Summit, Mountain Pass to Affleck Park Trail, Salt Lake City, UT 84108",Salt-lake-city
610,Block U,Tourist attraction,4.4,131,"Tourist attraction, Landmark","Block U, 1635 New Bedford Dr, Salt Lake City, UT 84103",Salt-lake-city
611,Sunnyvale Park,Park,4.1,107,"Park, Tourist attraction","Sunnyvale Park, 4013 S 700 W, Salt Lake City, UT 84123",Salt-lake-city
612,Anderson Tower Monument,Historical landmark,4.7,71,"Historical landmark, Tourist attraction","Anderson Tower Monument, 305-315 A St E, Salt Lake City, UT 84103",Salt-lake-city
613,Salt Lake 2002 Olympic Cauldron Park,Historical landmark,4.2,54,"Historical landmark, Tourist attraction","Salt Lake 2002 Olympic Cauldron Park, 451 1400 E, Salt Lake City, UT 84112",Salt-lake-city
614,Trolley History Museum,Museum,3.7,22,"Museum, Gift shop, Tourist attraction","Trolley History Museum, 602 E 500 S, Salt Lake City, UT 84102",Salt-lake-city
615,Carlisle Family Monument,Historical landmark,4.4,17,"Historical landmark, Tourist attraction","Carlisle Family Monument, Jordan River Pkwy Trl, South Salt Lake, UT 84119",Salt-lake-city
616,SLC Chinatown Arch,Tourist attraction,4.8,8,Tourist attraction,"SLC Chinatown Arch, South Salt Lake, UT 84115",Salt-lake-city
617,Lumaze,Tourist attraction,3.8,6,Tourist attraction,"Lumaze, 1095 Motor Ave, Salt Lake City, UT 84116",Salt-lake-city
618,Statue of Hoodah,Tourist attraction,5,6,Tourist attraction,"Statue of Hoodah, 385 West 700 S, Salt Lake City, UT 84101",Salt-lake-city
619,Gravity Hill,Tourist attraction,3.6,5,Tourist attraction,"Gravity Hill, 688 Bonneville Blvd, Salt Lake City, UT 84103",Salt-lake-city
620,Statue of Massassoit,Tourist attraction,5,4,Tourist attraction,"Statue of Massassoit, Salt Lake City, UT 84103",Salt-lake-city
621,Mural Artist: James Kirkland (Calling Our Ancestors),Tourist attraction,5,2,Tourist attraction,"Mural Artist: James Kirkland (Calling Our Ancestors), 401 400 W, Salt Lake City, UT 84101",Salt-lake-city
622,Salt Lake Historical Tours Inc,Tourist information center,5,2,Tourist information center,"Salt Lake Historical Tours Inc, 1713 Princeton Ave S, Salt Lake City, UT 84108",Salt-lake-city
623,Galaxy mural,Tourist attraction,5,1,Tourist attraction,"Galaxy mural, 505 S 200 E, Salt Lake City, UT 84111",Salt-lake-city
624,Ice Cream Mural,Tourist attraction,5,1,Tourist attraction,"Ice Cream Mural, 324 S State St, Salt Lake City, UT 84111",Salt-lake-city
625,salt lake city,Garden,,,Garden,"salt lake city, Downtown, UT 84101",Salt-lake-city
626,BREC's Baton Rouge Zoo,Zoo,4.2,2661,"Zoo, Tourist attraction","BREC's Baton Rouge Zoo, 3601 Thomas Rd, Baton Rouge, LA 70811",Baton-rouge
627,Mike the Tiger's Habitat,Tourist attraction,4.8,2117,Tourist attraction,"Mike the Tiger's Habitat, 16 N Stadium Dr, Baton Rouge, LA 70802",Baton-rouge
628,USS KIDD Veterans Museum,Museum,4.7,2054,"Museum, Historical landmark, Tourist attraction","USS KIDD Veterans Museum, 305 S River Rd, Baton Rouge, LA 70802",Baton-rouge
629,Blue Bayou Water Park,Water park,3.8,1964,"Water park, Amusement park, Theme park","Blue Bayou Water Park, 18142 Perkins Rd E, Baton Rouge, LA 70810",Baton-rouge
630,Celebration Station,Amusement park,4.1,1655,"Amusement park, Miniature golf course, Pizza restaurant, Video arcade","Celebration Station, 10111 Gwenadele Ave, Baton Rouge, LA 70816",Baton-rouge
631,Independence Community Park,Park,4.5,1563,"Park, Tourist attraction","Independence Community Park, 7500 Independence Blvd, Baton Rouge, LA 70806",Baton-rouge
632,Louisiana's Old State Capitol,Museum,4.7,1237,"Museum, Event venue, Historical landmark, History museum, Local history museum, Tourist attraction, Wedding venue","Louisiana's Old State Capitol, 100 North Blvd, Baton Rouge, LA 70801",Baton-rouge
633,Liberty Lagoon,Water park,4,946,"Water park, Park, Tourist attraction","Liberty Lagoon, 111 Lobdell Ave, Baton Rouge, LA 70806",Baton-rouge
634,BREC's Bluebonnet Swamp Nature Center,Park,4.5,701,"Park, Tourist attraction","BREC's Bluebonnet Swamp Nature Center, 10503 N Oak Hills Pkwy, Baton Rouge, LA 70810",Baton-rouge
635,Burden Museum & Gardens,Garden,4.7,696,"Garden, Botanical garden, Hiking area, Museum, Park, Tourist attraction","Burden Museum & Gardens, 4560 Essen Ln, Baton Rouge, LA 70809",Baton-rouge
636,North Sherwood Forest Community Park,Park,4.6,650,"Park, Tourist attraction","North Sherwood Forest Community Park, 3140 N Sherwood Forest Dr, Baton Rouge, LA 70814",Baton-rouge
637,Capitol Park Museum,Museum,4.8,613,"Museum, Art museum, Tourist attraction","Capitol Park Museum, 660 N 4th St, Baton Rouge, LA 70802",Baton-rouge
638,Louisiana Art & Science Museum,Museum,4.6,482,"Museum, Tourist attraction","Louisiana Art & Science Museum, 100 S River Rd, Baton Rouge, LA 70801",Baton-rouge
639,Botanic Gardens,Botanical garden,4.6,408,"Botanical garden, Tourist attraction","Botanic Gardens, 7950 Independence Blvd, Baton Rouge, LA 70806",Baton-rouge
640,Louisiana State Capitol,Historical landmark,4.6,406,"Historical landmark, State Department of Tourism, State government office","Louisiana State Capitol, 900 N 3rd St b170, Baton Rouge, LA 70802",Baton-rouge
641,Louisiana State University Rural Life Museum,Museum,4.6,375,"Museum, Tourist attraction","Louisiana State University Rural Life Museum, 4560 Essen Ln, Baton Rouge, LA 70809",Baton-rouge
642,Hilltop Arboretum,Arboretum,4.7,349,"Arboretum, Botanical garden, Tourist attraction","Hilltop Arboretum, Enter off of, 11855 Highland Rd, Baton Rouge, LA 70810",Baton-rouge
643,Magnolia Mound Plantation,Historical landmark,4.4,240,"Historical landmark, Museum, Park, Tourist attraction","Magnolia Mound Plantation, 2161 Nicholson Dr, Baton Rouge, LA 70802",Baton-rouge
644,Old Governor's Mansion,Historical landmark,4.6,237,"Historical landmark, Event venue, Historical society, Tourist attraction, Wedding venue","Old Governor's Mansion, 502 North Blvd, Baton Rouge, LA 70802",Baton-rouge
645,Airline Highway Park,Park,4.4,221,"Park, Tourist attraction","Airline Highway Park, 16072 Airline Hwy, Baton Rouge, LA 70817",Baton-rouge
646,Highland Road Park Observatory,Observatory,4.7,160,"Observatory, Tourist attraction","Highland Road Park Observatory, 13800 Highland Rd, Baton Rouge, LA 70810",Baton-rouge
647,LSU Museum of Art,Art museum,4.6,134,"Art museum, Museum, Tourist attraction","LSU Museum of Art, 100 Lafayette St, Baton Rouge, LA 70801",Baton-rouge
648,LSU AgCenter Botanic Gardens,Botanical garden,4.5,87,"Botanical garden, Tourist attraction","LSU AgCenter Botanic Gardens, 4560 Essen Ln, Baton Rouge, LA 70809",Baton-rouge
649,Tickie Saia Memorial Park,Park,4,78,"Park, Tourist attraction","Tickie Saia Memorial Park, 855 N Donmoor Ave, Baton Rouge, LA 70815",Baton-rouge
650,LSU Museum of Natural Science,Museum,4.6,77,"Museum, Tourist attraction","LSU Museum of Natural Science, Murphy J. Foster Hall, 119 Dalrymple Dr, Baton Rouge, LA 70802",Baton-rouge
651,Mary J. Lands Park,Park,4.2,64,"Park, Tourist attraction","Mary J. Lands Park, 802 N 30th St, Baton Rouge, LA 70802",Baton-rouge
652,Pentagon Barracks Museum,Museum,4.6,56,"Museum, Gift shop, Tourist attraction","Pentagon Barracks Museum, 702 River Rd, Baton Rouge, LA 70802",Baton-rouge
653,Sing the River Sculpture,Tourist attraction,4.6,40,Tourist attraction,"Sing the River Sculpture, Florida St &, River Rd, Baton Rouge, LA 70801",Baton-rouge
654,Spanish Town Park,Park,4.1,34,"Park, Tourist attraction","Spanish Town Park, 1300 Spanish Town Rd, Baton Rouge, LA 70802",Baton-rouge
655,Bird Station Park,Park,4.1,31,"Park, Tourist attraction","Bird Station Park, 2623 Michelli Dr, Baton Rouge, LA 70805",Baton-rouge
656,Visit Baton Rouge,Tourist information center,4.5,21,"Tourist information center, Visitor center","Visit Baton Rouge, 359 3rd St A, Baton Rouge, LA 70801",Baton-rouge
657,Riverfront Plaza & City Dock,Park,4.6,748,"Park, Tourist attraction","Riverfront Plaza & City Dock, 300 S River Rd, Baton Rouge, LA 70802",Baton-rouge
658,Mississippi River Park,Park,4.6,465,"Park, Tourist attraction","Mississippi River Park, 299 River Rd, Baton Rouge, LA 70801",Baton-rouge
