,attraction_name,category,rating,reviews,categories,address,city
2610,Jet Ski Fort Lauderdale FL,Water sports equipment rental service,4.8,1017,"Water sports equipment rental service, Boat dealer, Tour operator, Tourist attraction","Jet Ski Fort Lauderdale FL, 2670 E Sunrise Blvd, Fort Lauderdale, FL 33304",Fort-lauderdale
2611,Huizenga Plaza,Park,4.5,792,"Park, Tourist attraction","Huizenga Plaza, 32 E Las Olas Blvd, Fort Lauderdale, FL 33301",Fort-lauderdale
2612,Colee Hammock Park,Park,4.8,761,"Park, Tourist attraction","Colee Hammock Park, 1500 Brickell Dr, Fort Lauderdale, FL 33301",Fort-lauderdale
2613,Osswald Park,Park,4.5,689,"Park, Tourist attraction","Osswald Park, 2220 NW 21st Ave, Fort Lauderdale, FL 33311",Fort-lauderdale
2614,Loggerhead Park,Park,4.7,671,"Park, Tourist attraction","Loggerhead Park, 3698 NE 27th St, Fort Lauderdale, FL 33308",Fort-lauderdale
2615,Young At Art Museum,Art museum,4.4,571,"Art museum, Children's camp, Event venue, Tourist attraction","Young At Art Museum, 8000 W Broward Blvd Ste 1208, Plantation, FL 33388",Fort-lauderdale
2616,Earl Lifshey Ocean Park,Park,4.6,548,"Park, Tourist attraction","Earl Lifshey Ocean Park, 3054 N Ocean Blvd, Fort Lauderdale, FL 33308",Fort-lauderdale
2617,Historic Stranahan House Museum,Historical place museum,4.6,509,"Historical place museum, Museum, Tourist attraction","Historic Stranahan House Museum, 335 SE 6th Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2618,Escapology,Escape room center,4.6,477,"Escape room center, Tourist attraction","Escapology, 17 S Fort Lauderdale Beach Blvd #300, Fort Lauderdale, FL 33316",Fort-lauderdale
2619,George English Park,Park,4.5,460,"Park, Tourist attraction","George English Park, 1101 Bayview Dr, Fort Lauderdale, FL 33304",Fort-lauderdale
2620,Las Olas Oceanside Park,Park,4.7,406,Park,"Las Olas Oceanside Park, 3000 E Las Olas Blvd, Fort Lauderdale, FL 33316",Fort-lauderdale
2621,Vista Park,Park,4.7,345,"Park, Tourist attraction","Vista Park, 2851 N Atlantic Blvd, Fort Lauderdale, FL 33308",Fort-lauderdale
2622,Riverwalk Water Trolley,Transportation service,4.4,336,"Transportation service, Tourist attraction","Riverwalk Water Trolley, Riverwalk North, Fort Lauderdale, FL 33301",Fort-lauderdale
2623,Coontie Hatchee Park,Park,4.5,313,"Park, Tourist attraction","Coontie Hatchee Park, 1116 SW 15th Ave, Fort Lauderdale, FL 33312",Fort-lauderdale
2624,Reverend Samuel Delevoe Memorial Park,Memorial park,4.4,295,"Memorial park, Tourist attraction","Reverend Samuel Delevoe Memorial Park, 2520 NW 6th St, Fort Lauderdale, FL 33311",Fort-lauderdale
2625,Roosevelt Gardens Park,Park,4.1,233,"Park, Tourist attraction","Roosevelt Gardens Park, 2841 NW 11th St, Fort Lauderdale, FL 33311",Fort-lauderdale
2626,Peter Feldman Park,Park,4.4,212,"Park, Tourist attraction","Peter Feldman Park, 310 NE 6th St, Fort Lauderdale, FL 33304",Fort-lauderdale
2627,Plantation Historical Museum,History museum,4.7,195,"History museum, Tourist attraction","Plantation Historical Museum, 511 N Fig Tree Ln, Plantation, FL 33317",Fort-lauderdale
2628,Lewis Landing Park,City park,4.7,183,"City park, Tourist attraction","Lewis Landing Park, 630 SW 9th Ave, Fort Lauderdale, FL 33315",Fort-lauderdale
2629,Segway Fort Lauderdale,Tour operator,4.9,183,Tour operator,"Segway Fort Lauderdale, 219 SW 2nd Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2630,Annie Beck Park,Park,4.7,177,"Park, Tourist attraction","Annie Beck Park, 100 N Victoria Park Rd, Fort Lauderdale, FL 33301",Fort-lauderdale
2631,Middle River Terrace Park,Park,4.2,170,"Park, Tourist attraction","Middle River Terrace Park, 1329 NE 7th Ave, Fort Lauderdale, FL 33304",Fort-lauderdale
2632,History Fort Lauderdale,History museum,4.6,169,"History museum, Heritage building, Historical landmark, Historical society, Tourist attraction","History Fort Lauderdale, 231 SW 2nd Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2633,Dottie Mancini Park,Park,4.7,143,"Park, Tourist attraction","Dottie Mancini Park, 6520 NE 22nd Ave, Fort Lauderdale, FL 33308",Fort-lauderdale
2634,Smoker Family Park,Park,4.6,135,"Park, Tourist attraction","Smoker Family Park, 501 S New River Dr E, Fort Lauderdale, FL 33301",Fort-lauderdale
2635,Dolphin World,Tour operator,4.5,132,"Tour operator, Adventure sports, Tourist attraction","Dolphin World, 757 SE 17th St #688, Fort Lauderdale, FL 33316",Fort-lauderdale
2636,Bill Keith Preserve Park,Nature preserve,4.5,129,"Nature preserve, Park, Tourist attraction","Bill Keith Preserve Park, 1720 SW 17th St, Fort Lauderdale, FL 33312",Fort-lauderdale
2637,Stranahan Park,Park,4,125,"Park, Tourist attraction","Stranahan Park, 10 E Broward Blvd, Fort Lauderdale, FL 33301",Fort-lauderdale
2638,Harbordale Park,Park,4.4,120,"Park, Tourist attraction","Harbordale Park, 1817 Miami Rd, Fort Lauderdale, FL 33316",Fort-lauderdale
2639,Shirley Small Park,Park,4.1,108,"Park, Tourist attraction","Shirley Small Park, 1230 SW 34th Ave, Fort Lauderdale, FL 33312",Fort-lauderdale
2640,Hortt Park,Park,4.6,95,"Park, Tourist attraction","Hortt Park, 1700 SW 14th Ct, Fort Lauderdale, FL 33312",Fort-lauderdale
2641,Gore Betz Park,City park,4.3,88,City park,"Gore Betz Park, 1604 SW 9th Ave, Fort Lauderdale, FL 33315",Fort-lauderdale
2642,Bryant Peney Park,Park,4.3,84,"Park, Tourist attraction","Bryant Peney Park, 2100 SW 4th Ave, Fort Lauderdale, FL 33315",Fort-lauderdale
2643,Mangurian Park,Park,4.3,83,"Park, Tourist attraction","Mangurian Park, 3850 N Federal Hwy, Fort Lauderdale, FL 33308",Fort-lauderdale
2644,Beach Pavilion at Lauderdale-By-The-Sea,Beach pavillion,4.8,80,"Beach pavillion, Tourist attraction, Webcam location","Beach Pavilion at Lauderdale-By-The-Sea, 0 Commercial Blvd, Lauderdale-By-The-Sea, FL 33308",Fort-lauderdale
2645,Nightmare Village,Haunted house,4.8,68,"Haunted house, Amusement park, Tourist attraction","Nightmare Village, 5300 Powerline Rd, Fort Lauderdale, FL 33309",Fort-lauderdale
2646,Digi Kids,Indoor playground,5,62,"Indoor playground, After school program, Amusement center, Children's amusement center, Children's museum, Event venue, Party planner, Recreation center, Tourist attraction","Digi Kids, 2414 E Sunrise Blvd suite 2181, Fort Lauderdale, FL 33304",Fort-lauderdale
2647,Provident Park,City park,4.3,49,"City park, Tourist attraction","Provident Park, 1412 NW 6th St, Fort Lauderdale, FL 33311",Fort-lauderdale
2648,Old Dillard Museum,Museum,4.8,44,"Museum, Tourist attraction","Old Dillard Museum, 1009 NW 4th St, Fort Lauderdale, FL 33311",Fort-lauderdale
2649,"Fort Lauderdale Fire and Safety Museum, Inc.",Museum,4.4,33,"Museum, Tourist attraction","Fort Lauderdale Fire and Safety Museum, Inc., 1022 W Las Olas Blvd, Fort Lauderdale, FL 33312",Fort-lauderdale
2650,Lauderdale-By-The-Sea Visitor Center and Chamber of Commerce,Visitor center,4.8,28,Visitor center,"Lauderdale-By-The-Sea Visitor Center and Chamber of Commerce, 4201 N Ocean Dr, Lauderdale-By-The-Sea, FL 33308",Fort-lauderdale
2651,Greater Fort Lauderdale Convention & Visitors Bureau,Tourist information center,3.5,14,"Tourist information center, Convention center, Convention information bureau, County government office","Greater Fort Lauderdale Convention & Visitors Bureau, 101 NE 3rd Ave #100, Fort Lauderdale, FL 33301",Fort-lauderdale
2652,Pioneer House Museum,Museum,4.7,11,"Museum, Tourist attraction","Pioneer House Museum, 229 SW 2nd Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2653,Mural Graffit Art Shoker Art1,Tourist attraction,3.5,2,Tourist attraction,"Mural Graffit Art Shoker Art1, 4900 Powerline Rd, Fort Lauderdale, FL 33309",Fort-lauderdale
2654,Floranada Park,Park,3.5,2,Park,"Floranada Park, Fort Lauderdale, FL 33334",Fort-lauderdale
2655,Jaxon's Riverwalk Scavenger Hunt,Tourist attraction,5,1,Tourist attraction,"Jaxon's Riverwalk Scavenger Hunt, 400 SW 1st Ave #1201, Fort Lauderdale, FL 33301",Fort-lauderdale
2656,Great Locations,Tourist information center,,,"Tourist information center, Bar, Boat tour agency, Fishing charter, Museum, Restaurant, Shopping mall, Tourist attraction, Transportation service, Water sports equipment rental service","Great Locations, 2440 E Commercial Blvd Suite 4, Fort Lauderdale, FL 33308",Fort-lauderdale
2657,William J. Kelley Rookery,Park,,,Park,"William J. Kelley Rookery, 5150 NW 31st Ave, Fort Lauderdale, FL 33309",Fort-lauderdale
2658,Hollywood Beach Broadwalk,Tourist attraction,4.7,8654,Tourist attraction,"Hollywood Beach Broadwalk, 101 S Broadwalk #3501, Hollywood, FL 33019",Fort-lauderdale
2659,Florence C Hardy Park & Southside Cultural Center,Park,4.6,600,"Park, Tourist attraction","Florence C Hardy Park & Southside Cultural Center, 25 SW 9th St, Fort Lauderdale, FL 33315",Fort-lauderdale
2660,Fort Lauderdale Jetties,Public beach,4.6,591,"Public beach, Park, Tourist attraction","Fort Lauderdale Jetties, Fort Lauderdale, FL 33316",Fort-lauderdale
2661,Laura Ward Park,Park,4.7,207,"Park, Tourist attraction","Laura Ward Park, 4600 El Mar Dr, Lauderdale-By-The-Sea, FL 33308",Fort-lauderdale
2662,DC Alexander Park,Park,4.6,150,"Park, Tourist attraction","DC Alexander Park, 501 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316",Fort-lauderdale
2663,Thrive by Daniel Popper,Tourist attraction,4.9,77,Tourist attraction,"Thrive by Daniel Popper, 301 SW 1st Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2664,Cliff Lake Park,Park,4.4,40,"Park, Tourist attraction","Cliff Lake Park, 1331 SE 12th Way, Fort Lauderdale, FL 33316",Fort-lauderdale
2665,"Abreu Park, Rio Vista",Park,4.6,35,"Park, Tourist attraction","Abreu Park, Rio Vista, 401-499 Degan Rd, Fort Lauderdale, FL 33301",Fort-lauderdale
2666,Sailboat Bend Preserve,Park,4.5,32,"Park, Tourist attraction","Sailboat Bend Preserve, 411 SW 14th Ave, Fort Lauderdale, FL 33312",Fort-lauderdale
2667,YAA ArtHouse,Art center,4.8,24,"Art center, Tourist attraction","YAA ArtHouse, 821 NW 8th Ct, Fort Lauderdale, FL 33311",Fort-lauderdale
2668,Statue Las Olas apartments,Tourist attraction,4.9,18,Tourist attraction,"Statue Las Olas apartments, 301 SW 1st Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2669,Laura Ward Riverwalk Plaza,Tourist attraction,4.8,16,Tourist attraction,"Laura Ward Riverwalk Plaza, 420 SE 6th Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2670,Pioneer House & Museum,Museum,4.1,14,"Museum, Tourist attraction","Pioneer House & Museum, 3876 NE 6th Ave, Oakland Park, FL 33334",Fort-lauderdale
2671,celebrity cruise line,Tourist attraction,2.6,5,Tourist attraction,"celebrity cruise line, 1100 SE 17th St, Fort Lauderdale, FL 33316",Fort-lauderdale
2672,Xplore Miami Tour,Tour agency,3.4,5,"Tour agency, Tour operator, Tourist attraction, Tourist information center","Xplore Miami Tour, 297 SW 33rd St, Fort Lauderdale, FL 33315",Fort-lauderdale
2673,Las Olas Tunnel Top Plaza,Park,3.3,4,Park,"Las Olas Tunnel Top Plaza, 601 E Las Olas Blvd, Fort Lauderdale, FL 33301",Fort-lauderdale
2674,Riverfront Arch,Tourist attraction,5,1,Tourist attraction,"Riverfront Arch, 200 SW 1st Ave, Fort Lauderdale, FL 33301",Fort-lauderdale
2675,Jet Ski Tours,Tourist attraction,1,1,Tourist attraction,"Jet Ski Tours, 2520 N Federal Hwy, Fort Lauderdale, FL 33305",Fort-lauderdale
2676,The Caves Reef,Tourist attraction,,,Tourist attraction,"The Caves Reef, Fort Lauderdale, FL 33301",Fort-lauderdale
2677,Ft Lauderdale Beach,Tourist information center,,,"Tourist information center, Service establishment",,Fort-lauderdale
2678,Caras Park,Park,4.7,1577,"Park, Tourist attraction","Caras Park, 123 Carousel Dr, Missoula, MT 59802",Missoula
2679,Greenough Park,Park,4.7,733,"Park, Tourist attraction","Greenough Park, 1001 Monroe St, Missoula, MT 59802",Missoula
2680,Splash Montana,Water park,4.5,675,"Water park, Public swimming pool, Tourist attraction","Splash Montana, 3001 Bancroft St, Missoula, MT 59801",Missoula
2681,A Carousel for Missoula,Amusement center,4.7,661,"Amusement center, Playground","A Carousel for Missoula, 101 Carousel Dr, Missoula, MT 59802",Missoula
2682,Bonner Park,Park,4.7,639,"Park, Tourist attraction","Bonner Park, 1600 Ronald Ave, Missoula, MT 59801",Missoula
2683,The Historical Museum at Fort Missoula,Museum,4.6,489,"Museum, Tourist attraction","The Historical Museum at Fort Missoula, 3400 Capt Rawn Way, Missoula, MT 59804",Missoula
2684,Snowbowl,Ski resort,4.2,370,"Ski resort, Hiking area, Tourist attraction","Snowbowl, 1700 Snow Bowl Rd, Missoula, MT 59808",Missoula
2685,McCormick Park,Park,4.6,307,"Park, Tourist attraction","McCormick Park, 600 Cregg Ln, Missoula, MT 59801",Missoula
2686,Silver Park,Park,4.4,266,"Park, Tourist attraction","Silver Park, Missoula, MT 59801",Missoula
2687,Missoula Art Museum,Art museum,4.6,251,"Art museum, Non-profit organization, Tourist attraction","Missoula Art Museum, 335 N Pattee St, Missoula, MT 59802",Missoula
2688,Memorial Rose Garden,Garden,4.8,191,"Garden, Tourist attraction","Memorial Rose Garden, 800 Brooks St, Missoula, MT 59801",Missoula
2689,spectrUM Discovery Area,Science museum,4.7,187,"Science museum, Tourist attraction","spectrUM Discovery Area, 455 E Main St, Missoula, MT 59802",Missoula
2690,Montana Natural History Center,Natural history museum,4.5,160,"Natural history museum, Tourist attraction","Montana Natural History Center, 120 Hickory St # A, Missoula, MT 59801",Missoula
2691,Smokejumper Visitor Center,Visitor center,4.5,112,"Visitor center, Fire protection service","Smokejumper Visitor Center, 5765 W Broadway St, Missoula, MT 59808",Missoula
2692,Boone and Crockett Club,Natural history museum,4.4,53,"Natural history museum, Tourist attraction","Boone and Crockett Club, 250 Station Dr, Missoula, MT 59801",Missoula
2693,Montana Museum of Art & Culture,Museum,4.8,40,"Museum, Art museum, Tourist attraction","Montana Museum of Art & Culture, Montana Museum of Art and Culture, Missoula, MT 59812",Missoula
2694,National Museum of Forest Service History,History museum,4.7,29,"History museum, Tourist attraction","National Museum of Forest Service History, 6305 U.S. Highway 10 W, Missoula, MT 59808",Missoula
2695,Destination Missoula,Tourist information center,4.6,22,"Tourist information center, Convention center, Convention information bureau, Information centers","Destination Missoula, 101 E Main St, Missoula, MT 59802",Missoula
2696,Rattlesnake National Recreation Area & Wilderness,Hiking area,4.6,17,"Hiking area, Tourist attraction","Rattlesnake National Recreation Area & Wilderness, Rattlesnake Dr, Missoula, MT 59802",Missoula
2697,Rocky Mountain Museum,Museum,4.5,13,"Museum, Tourist attraction","Rocky Mountain Museum, 2975 Gen Foster Ave, Missoula, MT 59804",Missoula
2698,Moon-Randolph Homestead,Historical landmark,5,8,"Historical landmark, Tourist attraction","Moon-Randolph Homestead, 1515 Spurlock Rd, Missoula, MT 59802",Missoula
2699,Crossings,Tourist attraction,4.8,4,Tourist attraction,"Crossings, 531n N Higgins Ave, Missoula, MT 59802",Missoula
2700,Street Art,Tourist attraction,1,1,Tourist attraction,"Street Art, 127 N Higgins Ave, Missoula, MT 59802",Missoula
2701,Pike Place Market,Market,4.6,68579,"Market, Business center, Farmers' market, Grocery store, Historical landmark, Restaurant, Tourist attraction","Pike Place Market, 85 Pike St, Seattle, WA 98101",Seattle
2702,Space Needle,Observation deck,4.6,47942,"Observation deck, Tourist attraction","Space Needle, 400 Broad St, Seattle, WA 98109",Seattle
2703,Seattle Center,Event venue,4.6,43696,"Event venue, Amphitheater, Concert hall, Historical landmark, Tourist attraction","Seattle Center, 305 Harrison St, Seattle, WA 98109",Seattle
2704,Chihuly Garden and Glass,Art museum,4.7,20552,"Art museum, Tourist attraction","Chihuly Garden and Glass, 305 Harrison St, Seattle, WA 98109",Seattle
2705,Woodland Park Zoo,Zoo,4.6,20109,"Zoo, Tourist attraction","Woodland Park Zoo, Seattle, WA 98103",Seattle
2706,Seattle Aquarium,Aquarium,4.3,19095,"Aquarium, Tourist attraction, Zoo","Seattle Aquarium, 1483 Alaskan Way Pier 59, Seattle, WA 98101",Seattle
2707,Museum of Pop Culture,Art museum,4.6,16905,"Art museum, Art center, Art gallery, Arts organization, Museum, Non-profit organization, Tourist attraction","Museum of Pop Culture, 325 5th Ave N, Seattle, WA 98109",Seattle
2708,Kerry Park,City park,4.8,16307,"City park, Park, Tourist attraction","Kerry Park, 211 W Highland Dr, Seattle, WA 98119",Seattle
2709,The Gum Wall,Tourist attraction,4.2,10792,"Tourist attraction, Theater company","The Gum Wall, 1428 Post Alley, Seattle, WA 98101",Seattle
2710,The Seattle Great Wheel,Ferris wheel,4.5,9727,"Ferris wheel, Amusement park ride, Tourist attraction","The Seattle Great Wheel, 1301 Alaskan Wy, Seattle, WA 98101",Seattle
2711,Green Lake Park,Park,4.7,9211,"Park, Baseball field, Basketball court, Boat rental service, City park, Fishing pier, Playground, Soccer field, Swimming lake, Tennis court, Tourist attraction","Green Lake Park, 7201 East Green Lake Dr N, Seattle, WA 98115",Seattle
2712,Ballard (Hiram M. Chittenden) Locks,Tourist attraction,4.7,9188,"Tourist attraction, Botanical garden, History museum, Visitor center","Ballard (Hiram M. Chittenden) Locks, 3015 NW 54th St, Seattle, WA 98107",Seattle
2713,Olympic Sculpture Park,Park,4.5,8401,"Park, Art museum, Museum, Sculpture museum, Tourist attraction","Olympic Sculpture Park, 2901 Western Ave, Seattle, WA 98121",Seattle
2714,Alki Beach Park,City park,4.7,8277,"City park, Playground, Tourist attraction","Alki Beach Park, 2665 Alki Ave SW, Seattle, WA 98116",Seattle
2715,Discovery Park,Park,4.8,7496,"Park, Hiking area, Playground, Scenic spot, Tourist attraction","Discovery Park, Seattle, WA 98199",Seattle
2716,Washington Park Arboretum,Botanical garden,4.8,7338,"Botanical garden, Tourist attraction","Washington Park Arboretum, 2300 Arboretum Dr E, Seattle, WA 98112",Seattle
2717,Pacific Science Center,Science museum,4.5,6580,"Science museum, Museum, Technology museum, Tourist attraction","Pacific Science Center, 200 2nd Ave N, Seattle, WA 98109",Seattle
2718,International Fountain,Tourist attraction,4.6,5357,Tourist attraction,"International Fountain, 305 Harrison St, Seattle, WA 98109",Seattle
2719,Volunteer Park,City park,4.7,5002,"City park, Park, Tourist attraction","Volunteer Park, 1247 15th Ave E, Seattle, WA 98112",Seattle
2720,Lincoln Park,Park,4.8,4595,"Park, City park, Tourist attraction","Lincoln Park, 8011 Fauntleroy Wy SW, Seattle, WA 98136",Seattle
2721,Lake Union Park,City park,4.6,4482,"City park, Park, Tourist attraction","Lake Union Park, 860 Terry Ave N, Seattle, WA 98109",Seattle
2722,Seattle Japanese Garden,Garden,4.6,3815,"Garden, Tourist attraction","Seattle Japanese Garden, 1075 E Lk Washington Blvd, Seattle, WA 98112",Seattle
2723,Pier 55,Tourist attraction,4.6,3765,Tourist attraction,"Pier 55, 1101 Alaskan Wy, Seattle, WA 98101",Seattle
2724,Sky View Observatory - Columbia Center,Observatory,4.7,3123,"Observatory, Tourist attraction","Sky View Observatory - Columbia Center, 700 4th Ave, Seattle, WA 98104",Seattle
2725,Smith Tower,Historical landmark,4.6,2810,"Historical landmark, Bar, Event venue, Observation deck, Tourist attraction, Wedding venue","Smith Tower, 506 2nd Ave, Seattle, WA 98104",Seattle
2726,Waterfront Park,City park,4.5,2458,"City park, Park, Tourist attraction","Waterfront Park, 1401 Alaskan Wy, Seattle, WA 98101",Seattle
2727,Westlake Park,City park,4.2,1943,"City park, Park, Tourist attraction","Westlake Park, 401 Pine St, Seattle, WA 98101",Seattle
2728,National Nordic Museum,Museum,4.6,1752,"Museum, History museum, Non-profit organization, Tourist attraction","National Nordic Museum, 2655 NW Market St, Seattle, WA 98107",Seattle
2729,Occidental Square,Park,4.3,1651,"Park, City park, Tourist attraction","Occidental Square, 117 S Washington St, Seattle, WA 98104",Seattle
2730,Myrtle Edwards Park,City park,4.7,1622,"City park, Park, Tourist attraction","Myrtle Edwards Park, 3130 Alaskan Way, Seattle, WA 98121",Seattle
2731,Seattle Children's Museum,Children's museum,4.3,1560,"Children's museum, Amusement center, Playground, Tourist attraction","Seattle Children's Museum, 305 Harrison St, Seattle, WA 98109",Seattle
2732,Beneath the Streets,Tourist attraction,4.6,1554,Tourist attraction,"Beneath the Streets, 102 Cherry St, Seattle, WA 98104",Seattle
2733,Frye Art Museum,Museum,4.6,1547,"Museum, Art gallery, Art museum, Gift shop, Tourist attraction","Frye Art Museum, 704 Terry Ave, Seattle, WA 98104",Seattle
2734,Seattle Public Library - Central Library,Public library,4.7,1494,"Public library, Library, Tourist attraction","Seattle Public Library - Central Library, 1000 4th Ave, Seattle, WA 98104",Seattle
2735,Wings Over Washington,Amusement park ride,4.6,1430,"Amusement park ride, Tourist attraction","Wings Over Washington, 1301 Alaskan Wy, Seattle, WA 98101",Seattle
2736,Klondike Gold Rush National Historical Park,Historical place museum,4.7,1276,"Historical place museum, Historical place","Klondike Gold Rush National Historical Park, 319 2nd Ave S, Seattle, WA 98104",Seattle
2737,Hamilton Viewpoint Park,Park,4.7,1244,"Park, Scenic spot, Tourist attraction","Hamilton Viewpoint Park, 1120 California Way SW, Seattle, WA 98116",Seattle
2738,Volunteer Park Conservatory,Botanical garden,4.8,1237,"Botanical garden, Garden, Park, Tourist attraction","Volunteer Park Conservatory, 1400 E Galer St, Seattle, WA 98112",Seattle
2739,Seattle Pinball Museum,Museum,4.6,1128,"Museum, Tourist attraction","Seattle Pinball Museum, 508 Maynard Ave S, Seattle, WA 98104",Seattle
2740,Freeway Park,City park,4.2,1090,"City park, Park, Tourist attraction","Freeway Park, 700 Seneca St, Seattle, WA 98101",Seattle
2741,Waterfall Garden,Park,4.6,1054,Park,"Waterfall Garden, 219 2nd Ave S, Seattle, WA 98104",Seattle
2742,Burke Museum of Natural History and Culture,Museum,4.5,951,"Museum, Art museum, Natural history museum, Research institute, Tourist attraction","Burke Museum of Natural History and Culture, 4303 Memorial Way Northeast, Seattle, WA 98195",Seattle
2743,Sunset Hill Park,City park,4.8,912,"City park, Park, Tourist attraction","Sunset Hill Park, 7531 34th Ave NW, Seattle, WA 98117",Seattle
2744,Seward Park,Park,4.8,886,"Park, City park, Learning center, Tourist attraction","Seward Park, 5900 Lake Washington Blvd S, Seattle, WA 98118",Seattle
2745,West Point Lighthouse,Tourist attraction,4.6,821,Tourist attraction,"West Point Lighthouse, Seattle, WA 98199",Seattle
2746,Seattle Asian Art Museum,Art museum,4.7,773,"Art museum, Museum, Tourist attraction","Seattle Asian Art Museum, 1400 E Prospect St, Seattle, WA 98112",Seattle
2747,Hing Hay Park,City park,4.3,604,"City park, Park, Tourist attraction","Hing Hay Park, 423 Maynard Ave S, Seattle, WA 98104",Seattle
2748,Pioneer Square,Park,4,571,"Park, Historical landmark","Pioneer Square, 100 Yesler Wy, Seattle, WA 98104",Seattle
2749,Ella Bailey Park,City park,4.8,552,"City park, Park, Playground, Tourist attraction","Ella Bailey Park, 2601 W Smith St, Seattle, WA 98199",Seattle
2750,Viretta Park,City park,4.7,510,"City park, Park, Tourist attraction","Viretta Park, 151 E Lk Washington Blvd, Seattle, WA 98112",Seattle
2751,Seacrest Park,City park,4.6,501,"City park, Tourist attraction","Seacrest Park, 1660 Harbor Ave SW, Seattle, WA 98126",Seattle
2752,Statue of Liberty Plaza - Seattle,Tourist attraction,4.6,454,Tourist attraction,"Statue of Liberty Plaza - Seattle, Seattle, WA 98116",Seattle
2753,Commodore Park,City park,4.6,428,"City park, Scenic spot, Tourist attraction","Commodore Park, 3330 W Commodore Way, Seattle, WA 98107",Seattle
2754,Original Selfie Museum | Seattle,Tourist attraction,4.6,377,"Tourist attraction, Event venue, Modern art museum, Photo booth","Original Selfie Museum | Seattle, 92 Union St, Seattle, WA 98101",Seattle
2755,Bhy Kracke Park,City park,4.5,371,"City park, Park, Playground, Scenic spot, Tourist attraction","Bhy Kracke Park, 1215 5th Ave N, Seattle, WA 98109",Seattle
2756,Henry Art Gallery,Art museum,4.3,364,"Art museum, Tourist attraction","Henry Art Gallery, 15th Ave NE & University of Washington, NE 41st St, Seattle, WA 98195",Seattle
2757,Spooked In Seattle Ghost Tours,Sightseeing tour agency,4.6,314,"Sightseeing tour agency, Tourist attraction","Spooked In Seattle Ghost Tours, 1001 Alaskan Wy, Seattle, WA 98104",Seattle
2758,Alki Point Lighthouse,Tourist attraction,4.3,225,Tourist attraction,"Alki Point Lighthouse, 3201 Alki Ave SW, Seattle, WA 98116",Seattle
2759,Marshall Park,Park,4.7,207,"Park, Tourist attraction","Marshall Park, 1191 7th Ave W, Seattle, WA 98119",Seattle
2760,Edith Macefield House,Tourist attraction,4.2,203,Tourist attraction,"Edith Macefield House, 1438 NW 46th St, Seattle, WA 98107",Seattle
2761,Leschi Park,City park,4.6,194,"City park, Park, Tourist attraction","Leschi Park, 201 Lakeside Ave S, Seattle, WA 98122",Seattle
2762,Seattle Panoramic View,Scenic spot,4.9,189,"Scenic spot, Tourist attraction","Seattle Panoramic View, 211 W Highland Dr, Seattle, WA 98119",Seattle
2763,Historic Chinatown Gate,Landmark,4.3,187,"Landmark, Tourist attraction","Historic Chinatown Gate, 504 5th Ave S, Seattle, WA 98104",Seattle
2764,Zoomazium,Zoo,4.7,186,"Zoo, Tourist attraction","Zoomazium, 5500 Phinney Ave N, Seattle, WA 98103",Seattle
2765,Daejeon Park,City park,4.4,175,"City park, Park, Scenic spot, Tourist attraction","Daejeon Park, 1144 Sturgus Ave S, Seattle, WA 98144",Seattle
2766,Mt. Baker Ridge Viewpoint,Scenic spot,4.6,150,"Scenic spot, Tourist attraction","Mt. Baker Ridge Viewpoint, 1403 31st Ave S, Seattle, WA 98144",Seattle
2767,Salish Sea Tours,Tourist attraction,4.5,90,Tourist attraction,"Salish Sea Tours, 1301 Alaskan Wy, Seattle, WA 98101",Seattle
2768,Shutter Tours,Sightseeing tour agency,4.9,70,Sightseeing tour agency,"Shutter Tours, 1916 Pike Pl #12, Seattle, WA 98101",Seattle
2769,Leschi-Lake Dell Natural Area,Nature preserve,4.6,56,"Nature preserve, Park, Tourist attraction","Leschi-Lake Dell Natural Area, 3525 E Terrace St, Seattle, WA 98122",Seattle
2770,Pier 56,Tourist attraction,4.7,47,Tourist attraction,"Pier 56, 1201 Alaskan Wy, Seattle, WA 98101",Seattle
2771,Tilikum Place,Park,4.2,44,"Park, Tourist attraction","Tilikum Place, 2701 5th Ave, Seattle, WA 98121",Seattle
2772,Pike Place Market Sundeck,Tourist attraction,4.8,36,Tourist attraction,"Pike Place Market Sundeck, 1901 Western Ave, Seattle, WA 98101",Seattle
2773,Visit Seattle,Convention information bureau,3.9,30,"Convention information bureau, Visitor center","Visit Seattle, 701 Pike St, Seattle, WA 98101",Seattle
2774,Seattle Ice Cream Cruise,Tourist attraction,4.7,21,Tourist attraction,"Seattle Ice Cream Cruise, 860 Terry Ave N, Seattle, WA 98109",Seattle
2775,The Unity Museum,Museum,4.7,18,"Museum, Learning center","The Unity Museum, 4341 University Wy NE, Seattle, WA 98105",Seattle
2776,Bellevue Place,City park,4,17,"City park, Tourist attraction","Bellevue Place, 799 Bellevue Pl E, Seattle, WA 98102",Seattle
