,attraction_name,category,rating,reviews,categories,address,city
4169,abshr chrw,Tourist attraction,5,1,Tourist attraction,"abshr chrw, HXXV+7C, Dasht Arjan, Fars Province, Iran",Kazerun
4170,Seyed Hosein Garden Yard Torism Attra.,Tourist attraction,5,1,Tourist attraction,"Fars Province, Qaemie Kazeroun, QHXC+W43 Seyed Hosein Garden Yard Torism Attra., Iran",Kazerun
4171,rwsty khhn bnf,Tourist attraction,5,1,Tourist attraction,"rwsty khhn bnf, HG88+64F, Banaf, Fars Province, Iran",Kazerun
4172,tfrjgh pl abgynh,Tourist attraction,4,1,Tourist attraction,"tfrjgh pl abgynh, HQ7R+X57, Zavali, Fars Province, Iran",Kazerun
4173,Dasht Arjan Kazerun Tourist Attra.,Tourist attraction,1,1,Tourist attraction,"Fars Province, Dasht Arjan, Shiraz - Qaemyeh Hwy, MX5P+5P3 Dasht Arjan Kazerun Tourist Attra., Iran",Kazerun
4174,srkhmr,Tourist attraction,5,1,Tourist attraction,"Jamileh Bala, jmylh, stn bwshhr,, 9HJ8+49M srkhmr, Iran",Kazerun
4175,Kazerun,,,,,"Kazerun, Fars Province, Iran",Kazerun
4176,Kazerun,,,,,"Kazerun, Fars Province, Iran",Kazerun
4177,Emarat,,,,,"Emarat, Fars Province, Iran",Kazerun
4178,Cherrun,,,,,"Cherrun, Fars Province, Iran",Kazerun
4179,dr glh y,Tourist attraction,,,Tourist attraction,"dr glh y, QP6Q+R4H, Papoon, Fars Province, Iran",Kazerun
4180,tyrbur,Tourist attraction,,,Tourist attraction,"tyrbur, PPWH+4P, Gorgdan, Fars Province, Iran",Kazerun
4181,tul,Tourist attraction,,,Tourist attraction,"tul, PPWP+F6R, Gorgdan, Fars Province, Iran",Kazerun
4182,st,Tourist attraction,,,Tourist attraction,"st, PQW6+9F, Papoon, Fars Province, Iran",Kazerun
4183,tWshtylWkh,Tourist attraction,,,Tourist attraction,"tWshtylWkh, QP7X+WPV, Papoon, Fars Province, Iran",Kazerun
4184,hrr,Tourist attraction,,,Tourist attraction,"hrr, PPPH+QG, Gorgdan, Fars Province, Iran",Kazerun
4185,qnt aw barmakhw,Tourist attraction,,,Tourist attraction,"qnt aw barmakhw, PPRP+FXF, Gorgdan, Fars Province, Iran",Kazerun
4186,sri khychah,Tourist attraction,,,Tourist attraction,"sri khychah, PPWM+JX2, Gorgdan, Fars Province, Iran",Kazerun
4187,ishkhaftakh,Tourist attraction,,,Tourist attraction,"ishkhaftakh, WJ3V+XH, Somghan, Fars Province, Iran",Kazerun
4188,shykh drbtyr,Tourist attraction,,,Tourist attraction,"shykh drbtyr, QP7X+G4P, Papoon, Fars Province, Iran",Kazerun
4189,khwh ql`h,Tourist attraction,,,Tourist attraction,"khwh ql`h, VMPC+R3J, Somghan, Fars Province, Iran",Kazerun
4190,tuli gwrw,Tourist attraction,,,Tourist attraction,"tuli gwrw, PPWQ+37, Gorgdan, Fars Province, Iran",Kazerun
4191,khuh tsakh,Tourist attraction,,,Tourist attraction,"khuh tsakh, QQ45+4J, Papoon, Fars Province, Iran",Kazerun
4192,drh jgyrakh,Tourist attraction,,,Tourist attraction,"drh jgyrakh, PPXJ+78, Gorgdan, Fars Province, Iran",Kazerun
4193,pyrkh mHly,Tourist attraction,,,Tourist attraction,"pyrkh mHly, MGQQ+W2, Boushigan Mirzaei, Fars Province, Iran",Kazerun
4194,drh gmurdh,Tourist attraction,,,Tourist attraction,"drh gmurdh, PPVQ+54, Gorgdan, Fars Province, Iran",Kazerun
4195,prjyn mml,Tourist attraction,,,Tourist attraction,"prjyn mml, GHJ8+G7, Talkhab, Fars Province, Iran",Kazerun
4196,qnt aw tal,Tourist attraction,,,Tourist attraction,"qnt aw tal, PPVP+R4C, Gorgdan, Fars Province, Iran",Kazerun
4197,sri khal,Tourist attraction,,,Tourist attraction,"sri khal, VPV5+XC, Somghan, Fars Province, Iran",Kazerun
4198,mnb` w gWrdWngh,Tourist attraction,,,Tourist attraction,"mnb` w gWrdWngh, QP5H+CF7, Papoon, Fars Province, Iran",Kazerun
4199,chshmh naZargh,Tourist attraction,,,Tourist attraction,"chshmh naZargh, VMCF+V7, Somghan, Fars Province, Iran",Kazerun
4200,tuli blakh,Tourist attraction,,,Tourist attraction,"tuli blakh, PPRQ+JC, Gorgdan, Fars Province, Iran",Kazerun
4201,drh pypakhy,Tourist attraction,,,Tourist attraction,"drh pypakhy, PPXJ+P3, Gorgdan, Fars Province, Iran",Kazerun
4202,gl suwzWkh,Tourist attraction,,,Tourist attraction,"gl suwzWkh, QP7Q+56R, Papoon, Iran",Kazerun
4203,aaw jwny,Tourist attraction,,,Tourist attraction,"aaw jwny, QP3X+H64, Papoon, Fars Province, Iran",Kazerun
4204,drali qal qalh y,Tourist attraction,,,Tourist attraction,"drali qal qalh y, PPWM+G4X, Gorgdan, Fars Province, Iran",Kazerun
4205,drh munrh,Tourist attraction,,,Tourist attraction,"drh munrh, VMWG+83, Somghan, Fars Province, Iran",Kazerun
4206,sr qnt khmrj,Tourist attraction,,,Tourist attraction,"sr qnt khmrj, JF2J+5C, Kamaraj, Fars Province, Iran",Kazerun
4207,mnb` w jwny,Tourist attraction,,,Tourist attraction,"mnb` w jwny, QP6R+8CP, Papoon, Fars Province, Iran",Kazerun
4208,barm plWh y,Tourist attraction,,,Tourist attraction,"barm plWh y, HFRG+F9, Kamaraj, Fars Province, Iran",Kazerun
4209,drh drwzh gah,Tourist attraction,,,Tourist attraction,"drh drwzh gah, PPXP+GM, Gorgdan, Fars Province, Iran",Kazerun
4210,khal smGn,Tourist attraction,,,Tourist attraction,"khal smGn, VPQQ+QM, Somghan, Fars Province, Iran",Kazerun
4211,Roubani narrow,Tourist attraction,,,Tourist attraction,"Fars Province, Bovan Rd, WRX9+4VJ Roubani narrow, Iran",Kazerun
4212,dwwr symbnd,Tourist attraction,,,Tourist attraction,"dwwr symbnd, VMH5+C6, Somghan, Fars Province, Iran",Kazerun
4213,khrwnsry khnrtkhth,Monument,,,Monument,"khrwnsry khnrtkhth, Kazerun, Fars Province, Iran",Kazerun
4214,srTwh,Tourist attraction,,,Tourist attraction,"srTwh, C2H7+98, Koushk Baqeri, Fars Province, Iran",Kazerun
4215,bykh mulh,Tourist attraction,,,Tourist attraction,"bykh mulh, VMW3+5R, Somghan, Fars Province, Iran",Kazerun
4216,ab Gny,Tourist attraction,,,Tourist attraction,"stn, frs,yrn, ab Gny, Iran",Kazerun
4217,cactus farm,Tourist attraction,,,Tourist attraction,"cactus farm, MJQF+4G, Askar Abad, Fars Province, Iran",Kazerun
4218,drh tngkh,Tourist attraction,,,Tourist attraction,"drh tngkh, QP7F+6GJ, Papoon, Fars Province, Iran",Kazerun
4219,chshmh asyb ppwn,Tourist attraction,,,Tourist attraction,"chshmh asyb ppwn, PPW5+Q8H, Papun-e Sofla, Fars Province, Iran",Kazerun
4220,chshmh w Hlq,Tourist attraction,,,Tourist attraction,"chshmh w Hlq, HJ59+FP4, Mashtan, Fars Province, Iran",Kazerun
4221,tashah brqy,Tourist attraction,,,Tourist attraction,"tashah brqy, PPQW+Q2, Gorgdan, Fars Province, Iran",Kazerun
4222,sr bwnh yl,Tourist attraction,,,Tourist attraction,"sr bwnh yl, QPGH+2HR, Papoon, Fars Province, Iran",Kazerun
4223,sd nHrfy abyry khshwrzy chrwm bkhshhy khsht w khnrtkhth,Tourist attraction,,,Tourist attraction,"brzjn, Fars Province, frs/knrtkhth/ chrwn, khzrwn, HCPP+MP5 sd nHrfy abyry khshwrzy chrwm bkhshhy khsht w khnrtkhth, Iran",Kazerun
4224,bnr cht,Tourist attraction,,,Tourist attraction,"bnr cht, VPWF+83, Somghan, Fars Province, Iran",Kazerun
4225,rwst chrwm,Tourist attraction,,,Tourist attraction,"rwst chrwm, HCPJ+HQ, Cherrun, Fars Province, Iran",Kazerun
4226,chWrybWs,Tourist attraction,,,Tourist attraction,"chWrybWs, QM6R+CQ3, Papun-e Sofla, Iran",Kazerun
4227,chshmh,Tourist attraction,,,Tourist attraction,"chshmh, HHFP+QR, Golestan, Fars Province, Iran",Kazerun
4228,Qandil,Tourist attraction,,,Tourist attraction,"Qandil, VHPG+37, Qandil, Fars Province, Iran",Kazerun
4229,tng wly khny,Tourist attraction,,,Tourist attraction,"tng wly khny, PG49+V8C, Boushigan Mirzaei, Fars Province, Iran",Kazerun
4230,rkh bwrg,Tourist attraction,,,Tourist attraction,"rkh bwrg, QP5Q+PJH, Papoon, Fars Province, Iran",Kazerun
4231,Gr hft tn,Tourist attraction,,,Tourist attraction,"Gr hft tn, GJCC+5VM, Dahleh, Fars Province, Iran",Kazerun
4232,uw tahlw,Tourist attraction,,,Tourist attraction,"uw tahlw, WP7C+57, Karrehkan, Fars Province, Iran",Kazerun
4233,khwh suhr (srkh),Tourist attraction,,,Tourist attraction,"khwh suhr (srkh), VPFC+VW, Somghan, Fars Province, Iran",Kazerun
4234,mjmw`h chh hy tl ab khnr,Tourist attraction,,,Tourist attraction,"mjmw`h chh hy tl ab khnr, HF9W+FHH, Banaf, Fars Province, Iran",Kazerun
4235,atshkhdh khzrwn,Historical place museum,,,Historical place museum,"atshkhdh khzrwn, HP6P+GRR, Ahmad Abad, Fars Province, Iran",Kazerun
4236,bunr shh nshyn,Tourist attraction,,,Tourist attraction,"bunr shh nshyn, VP9V+MM, Somghan, Fars Province, Iran",Kazerun
4237,HwD aw barmakhw,Tourist attraction,,,Tourist attraction,"HwD aw barmakhw, PPRP+H9P, Gorgdan, Fars Province, Iran",Kazerun
4238,khwh gshnyr,Tourist attraction,,,Tourist attraction,"khwh gshnyr, VPX3+MP, Somghan, Fars Province, Iran",Kazerun
4239,qbrstn qdymy syhshyr,Tourist attraction,,,Tourist attraction,"qbrstn qdymy syhshyr, VMG8+Q5W, Somghan, Fars Province, Iran",Kazerun
4240,sd khkhy kht khfr`ly,Tourist attraction,,,Tourist attraction,"Fars Province, shhrstn, yrn khzrwn,rwsty kht khfr`ly, 9W49+C37 sd khkhy kht khfr`ly, Iran",Kazerun
4241,mrkhz byn rhy dsht rjn,Tourist attraction,,,Tourist attraction,"mrkhz byn rhy dsht rjn, MX6J+6C2, Dasht Arjan, Iran",Kazerun
4242,Backwoods Crossing,Southern restaurant (US),4.6,2060,"Southern restaurant (US), Farm, Garden, Restaurant","Backwoods Crossing, 6725 Mahan Dr, Tallahassee, FL 32308",Mahan
4243,Tallahassee Automobile Museum,Museum,4.7,1661,"Museum, Tourist attraction","Tallahassee Automobile Museum, 6800 Mahan Dr, Tallahassee, FL 32308",Mahan
4244,Fort Mahan Park,Park,4.2,73,"Park, Tourist attraction","Fort Mahan Park, Benning Rd NE, Washington, DC 20019",Mahan
4245,Mahan Planetaruim,Museum,,,Museum,"Mahan Planetaruim, 142 Hope Hill Rd, Wallingford, CT 06492",Mahan
4246,India,,,,,India,Mahan
4247,Mahan Park,Park,4.2,35,"Park, Tourist attraction","Mahan Park, New London, CT 06320",Mahan
4248,Mahan,,,,,"Mahan, DE 19964",Mahan
4249,Mahan,,,,,"Mahan, WV 25075",Mahan
4250,Mahan,,,,,"Mahan, Kerman Province, Iran",Mahan
4251,Bagh Meli,Park,4,33,"Park, Tourist attraction","Quchan, Imam Khomeini St, 4G67+63V Bagh Meli, Iran",Quchan
4252,Quchan Anthropology Museum,Museum,3.9,29,"Museum, Tourist attraction","Razavi Khorasan Province, Quchan, Azadi Square, 3GW3+M29 Quchan Anthropology Museum, Iran",Quchan
4253,qwchn khwh bb khmr,Tourist attraction,4,4,Tourist attraction,"qwchn khwh bb khmr, 27X7+XF8, Jartudeh, Razavi Khorasan Province, Iran",Quchan
4254,Abshoori daghderman waterf,Tourist attraction,3.7,3,Tourist attraction,"abshwry, Khalkanlu qwchn, qwchn, Abshoori daghderman waterf, Iran",Quchan
4255,mnTqh tfryHy chhl myr,Tourist attraction,3.7,3,Tourist attraction,"mnTqh tfryHy chhl myr, F26X+QJ, Khvancheh, Razavi Khorasan Province, Iran",Quchan
4256,Khademanlu Waterfall,Tourist attraction,4.5,2,Tourist attraction,"Miab, stn khrsn rDwy,, 7QC5+JWG Khademanlu Waterfall, Iran",Quchan
4257,abshr zy akh `mrt,Tourist attraction,5,1,Tourist attraction,"2VQM+Q9 gwgnlw, stn khrsn rDwy,, abshr zy akh `mrt, Iran",Quchan
4258,armgh `lmh shhrstny,Tourist attraction,5,1,Tourist attraction,"armgh `lmh shhrstny, GW8C+6H9, Borj-e Qaleh, Razavi Khorasan Province, Iran",Quchan
4259,abshr grny,Tourist attraction,5,1,Tourist attraction,"abshr grny, 5VVX+JC, Darband-e Olya, Razavi Khorasan Province, Iran",Quchan
4260,Quchan,,,,,"Quchan, Razavi Khorasan Province, Iran",Quchan
4261,qnt yzdn abd,Tourist attraction,,,Tourist attraction,"qnt yzdn abd, 392R+47V, Quchan, Razavi Khorasan Province, Iran",Quchan
4262,khybn shh,Tourist attraction,,,Tourist attraction,"khybn shh, 3GW3+3QJ, Quchan, Iran",Quchan
4263,chshmh hy khwh mHmd bg,Tourist attraction,,,Tourist attraction,"chshmh hy khwh mHmd bg, X8GQ+GH7, Quchan, Iran",Quchan
4264,srchshmh drh yngh ql`h,Tourist attraction,,,Tourist attraction,"Yengeh Qaleh, qwchn, hwdnlw, XCHC+4V5 srchshmh drh yngh ql`h, Iran",Quchan
4265,Gr dstkhnd(nhh)yzdn abd,Tourist attraction,,,Tourist attraction,"Gr dstkhnd(nhh)yzdn abd, 29WP+FF9, Quchan, Razavi Khorasan Province, Iran",Quchan
4266,shhyd sr lshkhr myr ttlw,Tourist attraction,,,Tourist attraction,"Janan, khrsn rDwy, yrn qwchn, 5R7F+MFP shhyd sr lshkhr myr ttlw, Iran",Quchan
4267,Haj Mulla Hadi Sabzevari Tomb,Historical place,4.4,75,"Historical place, Tourist attraction","Razavi Khorasan Province, Sabzevar, Karegar Square, 6M4P+28V Haj Mulla Hadi Sabzevari Tomb, Iran",Sabzevar
4268,Jameh Mosque of Sabzevar,Mosque,4.3,49,"Mosque, Tourist attraction","Jameh Mosque of Sabzevar, 6M4G+XPQ, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4269,Khosrogerd Minaret,Historical place museum,4.3,33,Historical place museum,"stn khrsn rDwy, sbzwr, 44, mnrh khsrwgrd,, Khosrogerd Minaret, Khosrovgerd Minaret, Iran",Sabzevar
4270,mwzh mrdm shnsy,Museum,4.2,30,"Museum, Tourist attraction","Razavi Khorasan Province, Sabzevar, Beyhagh, No. rwbrwy, mwzh mrdm shnsy, khrwnsry frmrzkhn, Boghrat Tomb, Iran",Sabzevar
4271,Faramarz Khan Caravansary,Historical landmark,4.2,19,"Historical landmark, Tourist attraction","Razavi Khorasan Province, Sabzevar, rwbrwy, Beyhagh, No. rwbrwy, Faramarz Khan Caravansary, Boghrat Tomb, Iran",Sabzevar
4272,ykhdn hy sbzwr,Historical landmark,5,5,Historical landmark,"ykhdn hy sbzwr, 5MW6+7VF, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4273,mSly trykhy sbzwr,Historical place,4.3,4,Historical place,"mSly trykhy sbzwr, 6M2X+7W7, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4274,abshr atshkhdh,Tourist attraction,4.8,4,Tourist attraction,"stn khrsn, rDwy,yrn, abshr atshkhdh, Iran",Sabzevar
4275,bm sbzwr,Tourist attraction,3.5,2,Tourist attraction,"bm sbzwr, 7M4F+5JM, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4276,sd khykhsrw,Tourist attraction,4.5,2,Tourist attraction,"Keykhosrow, khykhsrw, yrn- sbzwr- rwsty khykhsrw- sd, sd khykhsrw, Iran",Sabzevar
4277,grdshgry jngl khwyry sbzwr,Tourist attraction,5,1,Tourist attraction,"grdshgry jngl khwyry sbzwr, 6Q32+6QW, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4278,tph trykhy dmGny,Tourist attraction,5,1,Tourist attraction,"tph trykhy dmGny, 5PX4+8HM, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4279,tndys bwlfDl byhqy,Tourist attraction,5,1,Tourist attraction,"Razavi Khorasan Province, blwkh 1, shhrkh twHyd, sbzwr,, tndys bwlfDl byhqy, Iran",Sabzevar
4280,nmd chwshy drwzh `rq,Tourist attraction,4,1,Tourist attraction,"nmd chwshy drwzh `rq, 6M5C+7WR, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4281,sng swrkh,Tourist attraction,5,1,Tourist attraction,"sng swrkh, 9QW9+7F4, Sabzevar, Iran",Sabzevar
4282,chshmh gylsy,Tourist attraction,5,1,Tourist attraction,"Sang Sefid, khrsn rDwy, sbzwr,, 8MFX+VWW chshmh gylsy, Iran",Sabzevar
4283,bm khwjh `ly,Tourist attraction,5,1,Tourist attraction,"stn khrsn, rDwy,yrn, bm khwjh `ly, Iran",Sabzevar
4284,armgh ayt llh syd Hsn sydty sbzwry,Tourist attraction,,,Tourist attraction,"Razavi Khorasan Province, Sabzevar, Shohada, armgh ayt llh syd Hsn sydty sbzwry, Ayatollah Siadati Mosque, Iran",Sabzevar
4285,prkh dlbz dyb,Tourist attraction,,,Tourist attraction,"prkh dlbz dyb, 6MGM+VJ7, Sabzevar, Iran",Sabzevar
4286,shhrkh aftb,Tourist attraction,,,Tourist attraction,"shhrkh aftb, 6MVJ+GQP, Sabzevar, Iran",Sabzevar
4287,khmrly,Tourist attraction,,,Tourist attraction,"khmrly, 6M89+34G, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4288,tph mhwr hy khshkhl,Tourist attraction,,,Tourist attraction,"tph mhwr hy khshkhl, 6MRM+HJ8, Sabzevar, Iran",Sabzevar
4289,dhstn khrb,Tourist attraction,,,Tourist attraction,"dhstn khrb, 6M8P+284, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4290,drh pshmsh,Tourist attraction,,,Tourist attraction,"drh pshmsh, 9P4P+C85, Sabzevar, Iran",Sabzevar
4291,khlwt hy Grb sbzwr,Tourist attraction,,,Tourist attraction,"khlwt hy Grb sbzwr, 6MH3+2X8, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4292,mHl khmp msfrn w grdshgrn,Tourist attraction,,,Tourist attraction,"mHl khmp msfrn w grdshgrn, 6J59+74V, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4293,tndys frdwsy,Tourist attraction,,,Tourist attraction,"tndys frdwsy, 7MCH+M96 Tovhid Town, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4294,HwDchh ab prkh slmt,Tourist attraction,,,Tourist attraction,"HwDchh ab prkh slmt, 6MVG+RCX, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4295,mjsmh rzy,Tourist attraction,,,Tourist attraction,"Razavi Khorasan Province, Sabzevar, mydn bwdhr, 6MFW+WG4 mjsmh rzy, Iran",Sabzevar
4296,sbzwr m`dn chshmh khn,Tourist attraction,,,Tourist attraction,"sbzwr m`dn chshmh khn, F84H+GMV, Jazandar, Razavi Khorasan Province, Iran",Sabzevar
4297,khwhdrh hy mjrjwynh khrb,Tourist attraction,,,Tourist attraction,"khwhdrh hy mjrjwynh khrb, CG32+9JH, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4298,mqbrh w mjsmh srhng nwy,Tourist attraction,,,Tourist attraction,"mqbrh w mjsmh srhng nwy, 6M8P+CV7, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4299,mnZr by nZyr khwhstn,Tourist attraction,,,Tourist attraction,"mnZr by nZyr khwhstn, 8HFV+RJ9, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4300,nmd rstm w shrb,Tourist attraction,,,Tourist attraction,"Sabzevar, sbzwr, stn khrsn rDwy,, 6M6G+HQ2 nmd rstm w shrb, Iran",Sabzevar
4301,khrwnsry `rb h,Tourist attraction,,,Tourist attraction,"stn khrsn rDwy, sbzwr, byhq,, khrwnsry `rb h, khrwnsry sbzwr, Iran",Sabzevar
4302,tndys std khshfy,Tourist attraction,,,Tourist attraction,"tndys std khshfy, 6MFJ+4Q4, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4303,dsht hy srsbz khwhpyh y,Tourist attraction,,,Tourist attraction,"dsht hy srsbz khwhpyh y, 8J74+8C5, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4304,nmd shj`t srdr slymny,Tourist attraction,,,Tourist attraction,"nmd shj`t srdr slymny, 6PF5+JF5, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4305,mHl khmp msfr(nmd srbdrn),Tourist attraction,,,Tourist attraction,"mHl khmp msfr(nmd srbdrn), 6J44+XC4, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4306,frhngsry shrq,Tourist attraction,,,Tourist attraction,"frhngsry shrq, 6PG3+XX8, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4307,nmd frhngy khtbkhnh Hj ml hdy,Tourist attraction,,,Tourist attraction,"nmd frhngy khtbkhnh Hj ml hdy, 6M4P+436, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4308,bshgh sb swry w tfrjy,Tourist attraction,,,Tourist attraction,"bshgh sb swry w tfrjy, 7JQ6+G67, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4309,khfh gym alf,Tourist attraction,,,Tourist attraction,"khfh gym alf, 6MF9+HMC, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4310,nmd flsfh slmy,Tourist attraction,,,Tourist attraction,"nmd flsfh slmy, 6M7G+2G7, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4311,rwsty lndrn,Tourist attraction,,,Tourist attraction,"Razavi Khorasan Province, Sabzevar, jdh sbzwr- rwdb, 5MH2+MFF rwsty lndrn, Iran",Sabzevar
4312,mnTqh grdshy wylyy rzqnd,Tourist attraction,,,Tourist attraction,"mnTqh grdshy wylyy rzqnd, 8P43+X3G, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4313,bzr bzrg snty myryh,Tourist attraction,,,Tourist attraction,"bzr bzrg snty myryh, 6M5C+3P6, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4314,rwsty plkhny tndkh,Tourist attraction,,,Tourist attraction,"rwsty plkhny tndkh, 6M89+34G, Sabzevar, Iran",Sabzevar
4315,bG khwdkhn bwstn wHdt,Tourist attraction,,,Tourist attraction,"bG khwdkhn bwstn wHdt, 7MJF+MFR Tovhid Town, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4316,pyst skhyt shhdy gmnm,Tourist attraction,,,Tourist attraction,"pyst skhyt shhdy gmnm, 7M4F+5JM, Sabzevar, Razavi Khorasan Province, Iran",Sabzevar
4317,rwsty ahw bm,Tourist attraction,,,Tourist attraction,"Razavi Khorasan Province, mnTqh, sbzwr dlbr rwsty ahw bm, 9F6C+CFP rwsty ahw bm, Iran",Sabzevar
4318,rwsty srwq,Tourist attraction,,,Tourist attraction,"rwsty srwq, 88R6+Q77, Saruq, Iran",Sabzevar
4319,drh sbz fchng,Tourist attraction,,,Tourist attraction,"Afchang, stn khrsn rDwy,, 9JWM+684 drh sbz fchng, Iran",Sabzevar
4320,Salehabad bozorg,Tourist attraction,,,Tourist attraction,"Salehabad bozorg, 5244+88R, Salehabad Bozorg, Razavi Khorasan Province, Iran",Sabzevar
4321,drh hy sbz rzqnd,Tourist attraction,,,Tourist attraction,"drh hy sbz rzqnd, 8PC7+48C, Baz Qand, Razavi Khorasan Province, Iran",Sabzevar
4322,drh hy sbz rwdkhnh brzw,Tourist attraction,,,Tourist attraction,"drh hy sbz rwdkhnh brzw, 9HJ6+773, Joveyn, Razavi Khorasan Province, Iran",Sabzevar
4323,Tafresh University,University,4,29,University,"Tafresh University, M3H3+2F4, Tafresh, Markazi Province, Iran",Tafresh
4324,Tomb of Prof. Hessabi,Historical place,4.5,58,Historical place,"Markazi Province, Tafresh, Montazeri, M2Q4+87J, Iran",Tafresh
4325,Underground City of Tafresh,Historical landmark,4.2,21,Historical landmark,"Underground City of Tafresh, M2R3+Q26, Tafresh, Iran",Tafresh
4326,Sheshnav Mosque,Mosque,4.6,57,"Mosque, Tourist attraction","Markazi Province, Tafresh, ayt llh s`ydy, M2RG+H8G Sheshnav Mosque, Iran",Tafresh
4327,Chaharsouq Dome Museum of Anthropology,Heritage museum,4.2,35,"Heritage museum, Historical place, Tourist attraction","Markazi Province, Saveh, slmn swjy 4, 2986+8QH Chaharsouq Dome Museum of Anthropology, Iran",Tafresh
4328,Aveh Caravanserai,Historical place,4.2,17,"Historical place, Tourist attraction","Markazi Province, Aveh, Aveh Rd, QCWG+QC8 Aveh Caravanserai, Iran",Tafresh
4329,Saveh Recreational Lake,Tourist attraction,4.5,10,Tourist attraction,"Saveh Recreational Lake, 285P+4XG, Saveh, Iran",Tafresh
4330,Kenarbar Jungle Park,Tourist attraction,5,8,Tourist attraction,"Kenarbar Jungle Park, M2R6+HCF, Tafresh, Markazi Province, Iran",Tafresh
4331,tkhyh trykhy zGrm,Religious destination,4.7,6,Religious destination,"Markazi Province, Tafresh, Zagheram Alley, M2VC+F5Q tkhyh trykhy zGrm, Iran",Tafresh
4332,Jenn Valley,Tourist attraction,4.5,6,Tourist attraction,"Saveh, sd lGdyr, V5Q8+W8W Jenn Valley, Iran",Tafresh
4333,Grove Mineral Springs,Tourist attraction,4.6,5,Tourist attraction,"Grove Mineral Springs, PX98+356, Baharan, Markazi Province, Iran",Tafresh
4334,Ashtiyan,Tourist attraction,4.2,5,Tourist attraction,"Markazi Province, Ashtiyan, Moalem Blvd, G297+WFC Ashtiyan, Iran",Tafresh
