,attraction_name,category,rating,reviews,categories,address,city
2145,khny rYjwbn,Tourist attraction,5,1,Tourist attraction,"khny rYjwbn, F2M6+HF, Shalan, Kermanshah Province, Iran",Kermanshah
2146,khwh wfryn,Tourist attraction,5,1,Tourist attraction,"khwh wfryn, 4G9X+G3G, Eslamabad-e-Gharb, Kermanshah Province, Iran",Kermanshah
2147,dYy mhynh Mayanah village,Tourist attraction,5,1,Tourist attraction,"dYy mhynh Mayanah village, Q5HQ+HF9, Salas Babajani, Kermanshah Province, Iran",Kermanshah
2148,Gr dyw Mardiv,Tourist attraction,5,1,Tourist attraction,"Gr dyw Mardiv, 97HV+HJ, Faraman Industrial Town, Kermanshah Province, Iran",Kermanshah
2149,tph sy sar,Tourist attraction,5,1,Tourist attraction,"tph sy sar, VR3V+28, Sarab-e Harasam, Kermanshah Province, Iran",Kermanshah
2150,brj w ql`h ssny,Tourist attraction,5,1,Tourist attraction,"brj w ql`h ssny, F2J3+8F, Shalan, Kermanshah Province, Iran",Kermanshah
2151,khnswlgry sbq brytny,Tourist attraction,5,1,Tourist attraction,"Kermanshah Province, Kermanshah, btdy khybn shry`ty-jnb shhrdry mydn Gdyr, 8369+2P7, mydn lGdyr, khnswlgry sbq brytny, Iran",Kermanshah
2152,Valley Honan taeng hoenn,Tourist attraction,5,1,Tourist attraction,"Valley Honan taeng hoenn, F2M4+GQ, Shalan, Kermanshah Province, Iran",Kermanshah
2153,Kermanshah,,,,,"Kermanshah, Kermanshah Province, Iran",Kermanshah
2154,Kermanshah Province,,,,,"Kermanshah Province, Iran",Kermanshah
2155,Sarab Niloofar,,,,,"Sarab Niloofar, Kermanshah Province, Iran",Kermanshah
2156,Meydan,,,,,"Meydan, Kermanshah Province, Iran",Kermanshah
2157,Kermanshah,,,,,"Kermanshah, Kermanshah Province, Iran",Kermanshah
2158,Kamarab,,,,,"Kamarab, Kermanshah Province, Iran",Kermanshah
2159,Karyan,,,,,"Karyan, Kermanshah Province, Iran",Kermanshah
2160,Nimeh Kareh,,,,,"Nimeh Kareh, Kermanshah Province, Iran",Kermanshah
2161,Shahrak-e Meydan Namak,,,,,"Shahrak-e Meydan Namak, Kermanshah Province, Iran",Kermanshah
2162,The alley of love,Tourist attraction,,,Tourist attraction,"The alley of love, 83QG+VJ3 Golestan, Kermanshah, Kermanshah Province, Iran",Kermanshah
2163,bG rD bhrmy,Tourist attraction,,,Tourist attraction,"bG rD bhrmy, W9RG+H5, Mir Abdoli-ye Zarrin Choqa, Kermanshah Province, Iran",Kermanshah
2164,Sd myrh twpnjrh ywsh Hrf bzn,Tourist attraction,,,Tourist attraction,"Sd myrh twpnjrh ywsh Hrf bzn, 83HH+34C, Kermanshah, Kermanshah Province, Iran",Kermanshah
2165,Qareh Sadaf,Tourist attraction,,,Tourist attraction,"Qareh Sadaf, 8HPP+M5P, Kermanshah, Iran",Kermanshah
2166,Kermajan,,,,,"Kermajan, Kermanshah Province, Iran",Kermanshah
2167,Mohamadkhani AL,Tourist attraction,,,Tourist attraction,"Mohamadkhani AL, 6R8V+8P, Gur-e-Sefid, Kermanshah Province, Iran",Kermanshah
2168,mynh khkhh,Tourist attraction,,,Tourist attraction,"mynh khkhh, GXR6+666, Zardeh, Kermanshah Province, Iran",Kermanshah
2169,y'lmn=shhnz (jml fshr bkhwr),Tourist attraction,,,Tourist attraction,"y'lmn=shhnz (jml fshr bkhwr), M6J7+R3, Pariyan, Kermanshah Province, Iran",Kermanshah
2170,abshr drybr,Tourist attraction,,,Tourist attraction,"Kermanshah Province, 15, 476J+8W9 abshr drybr, Iran",Kermanshah
2171,Takyeh Beyglarbeygi,Tourist attraction,,,Tourist attraction,"Takyeh Beyglarbeygi, 83HH+34C, Kermanshah, Kermanshah Province, Iran",Kermanshah
2172,mjmw`h trykhy bystwn,Tourist attraction,,,Tourist attraction,"mjmw`h trykhy bystwn, 9CQM+F2X, Bisotun, Kermanshah Province, Iran",Kermanshah
2173,Statue of Hercules,Tourist attraction,,,Tourist attraction,"Statue of Hercules, 83HH+34C, Kermanshah, Kermanshah Province, Iran",Kermanshah
2174,rwnsr,Tourist attraction,,,Tourist attraction,"Kermanshah Province, Ravansar, 15, rwnsr, Iran",Kermanshah
2175,MirzaAbdolghader viewpoint,Tourist attraction,,,Tourist attraction,"MirzaAbdolghader viewpoint, 29Q6+6M7, Paveh, Kermanshah Province, Iran",Kermanshah
2176,bm srb,Tourist attraction,,,Tourist attraction,"bm srb, 72JV+9M, Kermanshah, Kermanshah Province, Iran",Kermanshah
2177,nSr njyrkh,Tourist attraction,,,Tourist attraction,"nSr njyrkh, 3RFH+87X, Kermanshah Province, Iran",Kermanshah
2178,"IRAN,Kermanshah",Tourist attraction,,,Tourist attraction,"IRAN,Kermanshah, 592R+RHQ, Garah Ban, Iran",Kermanshah
2179,khmrkhn,Tourist attraction,,,Tourist attraction,"khmrkhn, F2CP+HP8, Shalan, Kermanshah Province, Iran",Kermanshah
2180,shn dryj,Tourist attraction,,,Tourist attraction,"shn dryj, 7R69+MVV, Marjan, Kermanshah Province, Iran",Kermanshah
2181,tq tq,Tourist attraction,,,Tourist attraction,"tq tq, RJ67+GJ, Boncheleh, Kermanshah Province, Iran",Kermanshah
2182,khwchh Srm ldwlh,Tourist attraction,,,Tourist attraction,"Kermanshah Province, Kermanshah, Bigler Beigy Rely Alley, 839C+6PH khwchh Srm ldwlh, Iran",Kermanshah
2183,bG swrny---sourni,Tourist attraction,,,Tourist attraction,"Kermanshah, syhbyd sfly, 85MG+FRV bG swrny---sourni, Iran",Kermanshah
2184,Gr qbd,Tourist attraction,,,Tourist attraction,"Gr qbd, C772+RH, Kermanshah, Kermanshah Province, Iran",Kermanshah
2185,Ilam View Tower,Tourist attraction,4.2,420,Tourist attraction,"Ilam View Tower, Panitanki, Ilam 57300, Nepal",Ilam
2186,Mai Pokhari,Tourist attraction,4.3,123,Tourist attraction,"2W4H+PXQ Mai Pokhari, LMP Rd 73, Maipokhari 57300, Nepal",Ilam
2187,svaamii paark,Tourist attraction,4.3,38,Tourist attraction,"V2QV+MP4 svaamii paark, Suryodaya 57312, Nepal",Ilam
2188,Bhaludhunga Religious Tourism Ecological Park,Ecological park,4.2,10,Ecological park,"WWG6+6P7 Bhaludhunga Religious Tourism Ecological Park, Ilam 57300, Nepal",Ilam
2189,Ilam,,,,,"Ilam, Nepal",Ilam
2190,Ilam,,,,,"Ilam 57300, Nepal",Ilam
2191,Mechi,,,,,"Mechi, Nepal",Ilam
2192,Illam,,,,,"Illam, Nepal",Ilam
2193,Alikaleh Park,Tourist attraction,4.3,492,Tourist attraction,"Dezful, khybn sHly dzfwl, CC45+4JP Alikaleh Park, Iran",Dezful
2194,armgh y`qwb lyth Sfry,Historical landmark,4.6,185,"Historical landmark, Tourist attraction","armgh y`qwb lyth Sfry, 8G39+3R, Eslamabad, Khuzestan Province, Iran",Dezful
2195,University dezful field khshwrzy dnshgh dzfwl bh Swrt Gyr mjz dr zmynhy bstny ywn khrkhh,Historical landmark,,,Historical landmark,"University dezful field khshwrzy dnshgh dzfwl bh Swrt Gyr mjz dr zmynhy bstny ywn khrkhh, 84MG+52, Salehdavood, Khuzestan Province, Iran",Dezful
2196,Karkheh Dam,Tourist attraction,4.3,277,Tourist attraction,"Karkheh Dam, Andimeshk, Khuzestan Province, Iran",Dezful
2197,Tizno house,Tourist attraction,4,112,Tourist attraction,"Tizno house, 99MW+C52, Dezful, Khuzestan Province, Iran",Dezful
2198,Old Bridge,Bridge,4.5,81,Bridge,"Old Bridge, 99JR+7J9, Dezful, Khuzestan Province, Iran",Dezful
2199,Towbiroun Valley,Hiking area,4.8,80,Hiking area,"Towbiroun Valley, FJHV+HJF, Gavmir, Khuzestan Province, Iran",Dezful
2200,Dezful water mills,Tourist attraction,4.6,79,Tourist attraction,"Dezful water mills, 99PW+45R, Dezful, Khuzestan Province, Iran",Dezful
2201,Besat Park,Park,3.9,70,"Park, Tourist attraction, Zoo","Besat Park, 99VH+275, Dezful, Khuzestan Province, Iran",Dezful
2202,khnh trykhy swzngr,Historical place museum,3.9,66,"Historical place museum, Tourist attraction","khnh trykhy swzngr, 99JW+966, Dezful, Khuzestan Province, Iran",Dezful
2203,water Museum,Museum,3.9,61,"Museum, Tourist attraction","Khuzestan Province, Dezful, pl jdyd, 99PW+5C8 water Museum, Iran",Dezful
2204,Doua Marina,Park,4.2,54,Park,"Doua Marina, 99RW+QH5, Dezful, Khuzestan Province, Iran",Dezful
2205,prkh r`n,Park,4.4,53,"Park, Tourist attraction","prkh r`n, 99PV+8FW, Dezful, Khuzestan Province, Iran",Dezful
2206,"State parks, meetings",National park,4.1,53,National park,"State parks, meetings, CC5C+545, Dezful, Khuzestan Province, Iran",Dezful
2207,Dolat Park,Park,4.2,35,Park,"Dolat Park, CC5F+944, Dezful, Khuzestan Province, Iran",Dezful
2208,Grand Mosque of Dezful,Mosque,4.3,32,"Mosque, Tourist attraction","Khuzestan Province, Dezful, mm khmyny shmly, 99JX+P82 Grand Mosque of Dezful, Iran",Dezful
2209,bG wHsh dz,Zoo,4.1,21,Zoo,"bG wHsh dz, FF3V+J82, Dezful, Khuzestan Province, Iran",Dezful
2210,Chalkandi Pier,Tourist attraction,4.6,19,Tourist attraction,"Chalkandi Pier, CC59+9MG, Dezful, Khuzestan Province, Iran",Dezful
2211,`ly khlh,Tourist attraction,4,19,Tourist attraction,"Safiabad, stn khwzstn, dzfwl, dzfwl, CC46+WVP `ly khlh, Iran",Dezful
2212,ql`h shdb,Tourist attraction,4.7,15,Tourist attraction,"Khuzestan Province, Pamanar, Daryache Road, JG75+38G ql`h shdb, Iran",Dezful
2213,khwl khrswn,Tourist attraction,4.9,14,Tourist attraction,"khwl khrswn, HFGW+2M, Bisheh Bozan, Khuzestan Province, Iran",Dezful
2214,srdsht dzfwl,Tourist attraction,4.8,12,Tourist attraction,"20km in sardasht road, Dezful, srdsht dzfwl, Iran",Dezful
2215,rwsty pmnr,Tourist attraction,4.8,12,Tourist attraction,"Khuzestan Province, Pamanar, Daryache Road, JFFQ+HPV rwsty pmnr, Iran",Dezful
2216,prkh sHly dzfwl,Tourist attraction,4.8,10,Tourist attraction,"prkh sHly dzfwl, 99QW+HRG, Dezful, Khuzestan Province, Iran",Dezful
2217,Dezful Bazaar,Tourist attraction,4.3,9,Tourist attraction,"Dezful Bazaar, 99MX+C9C, Dezful, Khuzestan Province, Iran",Dezful
2218,Dezful Bam,Park,4.8,8,Park,"Dezful Bam, 99RV+FXC, Dezful, Khuzestan Province, Iran",Dezful
2219,drh khwl khrsn,Tourist attraction,5,6,Tourist attraction,"drh khwl khrsn, HGQC+66, Bisheh Bozan, Khuzestan Province, Iran",Dezful
2220,Dezful Chal Kandi,Tourist attraction,5,3,Tourist attraction,"Dezful Chal Kandi, Andimeshk, Khuzestan Province, Iran",Dezful
2221,Baran Dezful tourist resort city,Tourist attraction,5,2,Tourist attraction,"Baran Dezful tourist resort city, FF4W+R6, Dezful, Khuzestan Province, Iran",Dezful
2222,khalh dyw gwmyr,Tourist attraction,4.5,2,Tourist attraction,"Gavmir, FJHR+CV gwmyr, stn khwzstn,, FJHR+CV2 khalh dyw gwmyr, Iran",Dezful
2223,Shahiun Dezful lake beach,Tourist attraction,5,2,Tourist attraction,"Shahiun Dezful lake beach, JFJJ+5F, Pamanar, Khuzestan Province, Iran",Dezful
2224,tngh khwl khrsn,Tourist attraction,4.5,2,Tourist attraction,"tngh khwl khrsn, HGR5+2MM, Islamabad, Khuzestan Province, Iran",Dezful
2225,bzr khrTn khhn zyby dzfwl,Tourist attraction,5,1,Tourist attraction,"bzr khrTn khhn zyby dzfwl, 99MX+X93, Dezful, Khuzestan Province, Iran",Dezful
2226,nmy rwd dz,Tourist attraction,5,1,Tourist attraction,"nmy rwd dz, GGM3+88C, Sardasht, Khuzestan Province, Iran",Dezful
2227,msyr S`wd dj mHmd `ly khn,Tourist attraction,5,1,Tourist attraction,"msyr S`wd dj mHmd `ly khn, JR7C+XWM, Dezful, Khuzestan Province, Iran",Dezful
2228,kht rHmn,Tourist attraction,5,1,Tourist attraction,"kht rHmn, 99JR+94P, Dezful, Khuzestan Province, Iran",Dezful
2229,dydgh shmrh 2 sd dz,Tourist attraction,4,1,Tourist attraction,"dydgh shmrh 2 sd dz, HFX6+95, Khuzestan Province, Iran",Dezful
2230,dydgh shmrh ykh sd dz,Tourist attraction,4,1,Tourist attraction,"Khuzestan Province, sddz, Pamanar, JF74+55W dydgh shmrh ykh sd dz, Iran",Dezful
2231,`jm khsh,Tourist attraction,5,1,Tourist attraction,"Dezful, Dez, `jm khsh, Iran",Dezful
2232,wrgh grmsyr mshhdy swkhth zr `yswndfrkhy(jg),Tourist attraction,5,1,Tourist attraction,"Khuzestan Province, Dezful, jdh mynh srdsht, shhywn, plkh khylwmtr 16, wrgh grmsyr mshhdy swkhth zr `yswndfrkhy(jg), Iran",Dezful
2233,qyq jrhy,Tourist attraction,4,1,Tourist attraction,"qyq jrhy, 99VW+C9, Dezful, Khuzestan Province, Iran",Dezful
2234,bnd khlkh(dwh),Tourist attraction,4,1,Tourist attraction,"Dezful, stn khwzstn, dzfwl, khybn sHly,, 99VW+798 bnd khlkh(dwh), Iran",Dezful
2235,swr pnj`ly,Tourist attraction,5,1,Tourist attraction,"swr pnj`ly, 7M39+5FR, Salehshahr, Khuzestan Province, Iran",Dezful
2236,sng ykh chlkhndy dzfwl,Tourist attraction,5,1,Tourist attraction,"sng ykh chlkhndy dzfwl, GGJ2+C2, ql`h mkhtr, Khuzestan Province, Iran",Dezful
2237,jngl khrkhh shwsh dnyl,Tourist attraction,5,1,Tourist attraction,"jngl khrkhh shwsh dnyl, 56V6+GGF, Shush, Khuzestan Province, Iran",Dezful
2238,Dezful,,,,,"Dezful, Khuzestan Province, Iran",Dezful
2239,Qaleh-ye Seyyed,,,,,"Qaleh-ye Seyyed, Khuzestan Province, Iran",Dezful
2240,Saadi Region,,,,,"Saadi Region, Dezful, Khuzestan Province, Iran",Dezful
2241,mHlh ql`h,,,,,"mHlh ql`h, Dezful, Khuzestan Province, Iran",Dezful
2242,Farhang Place,,,,,"Farhang Place, Dezful, Khuzestan Province, Iran",Dezful
2243,Meydan,,,,,"Meydan, Khuzestan Province, Iran",Dezful
2244,asyb qdymy,Tourist attraction,,,Tourist attraction,"asyb qdymy, CC34+2F, Dezful, Khuzestan Province, Iran",Dezful
2245,pylh wrdy,Tourist attraction,,,Tourist attraction,"pylh wrdy, 99MX+HRQ, Dezful, Khuzestan Province, Iran",Dezful
2246,khnr myr,Tourist attraction,,,Tourist attraction,"khnr myr, 89V6+RV8, Dezful, Khuzestan Province, Iran",Dezful
2247,Mahorbrnji,Tourist attraction,,,Tourist attraction,"Mahorbrnji, 99MX+HRQ, Dezful, Khuzestan Province, Iran",Dezful
2248,bl sml,Tourist attraction,,,Tourist attraction,"bl sml, 99MX+HRQ, Dezful, Khuzestan Province, Iran",Dezful
2249,kht dzfwl,Tourist attraction,,,Tourist attraction,"kht dzfwl, 9CX2+692, Dezful, Khuzestan Province, Iran",Dezful
2250,asyb skhlh,Tourist attraction,,,Tourist attraction,"asyb skhlh, CC24+F2, Dezful, Khuzestan Province, Iran",Dezful
2251,rswlyn,Tourist attraction,,,Tourist attraction,"Dezful, dzfwl, stn khwzstn,, CC5F+HHJ rswlyn, Iran",Dezful
2252,mrkhz twpkhyn yrn,Tourist attraction,,,Tourist attraction,"Khuzestan Province, Dezful, khybn, myd, 9CVC+GJ9 mrkhz twpkhyn yrn, Iran",Dezful
2253,mkhnhy dydny dzfwl,Tourist attraction,,,Tourist attraction,"mkhnhy dydny dzfwl, 99MX+HRQ, Dezful, Khuzestan Province, Iran",Dezful
2254,zlyb jwdkhy,Tourist attraction,,,Tourist attraction,"zlyb jwdkhy, 99MX+HRQ, Dezful, Khuzestan Province, Iran",Dezful
2255,flkhh mwshkh,Tourist attraction,,,Tourist attraction,"flkhh mwshkh, 9C65+WR8, Dezful, Khuzestan Province, Iran",Dezful
2256,dkhh gwrwy,Tourist attraction,,,Tourist attraction,"Khuzestan Province, Almahdi, Dezful-Sardasht Road, CHH2+GMW dkhh gwrwy, Iran",Dezful
2257,abshr jlwy dj mHmd `ly khn,Tourist attraction,,,Tourist attraction,"abshr jlwy dj mHmd `ly khn, JR6C+Q68, Dezful, Khuzestan Province, Iran",Dezful
2258,khmr khrgwshy (jzyrh khrgwshy),Tourist attraction,,,Tourist attraction,"Dezful, Dez, khmr khrgwshy (jzyrh khrgwshy), Iran",Dezful
2259,tf msty tafa masti,Tourist attraction,,,Tourist attraction,"tf msty tafa masti, 99MV+QQ6, Dezful, Khuzestan Province, Iran",Dezful
2260,Dezful Sign,Tourist attraction,,,Tourist attraction,"Dezful, mHlh ql`h, dzfwl, stn khwzstn,, 99MV+8J7 Dezful Sign, Iran",Dezful
2261,bly dj mHmd `ly khn,Tourist attraction,,,Tourist attraction,"bly dj mHmd `ly khn, JR9J+4Q5, Dezful, Khuzestan Province, Iran",Dezful
2262,nkhwdkhr,Tourist attraction,,,Tourist attraction,"nkhwdkhr, GMF7+46R, Gavmir, Khuzestan Province, Iran",Dezful
2263,Persian gulg,Tourist attraction,,,Tourist attraction,"Dezful, Persian Gulf Sq, 997P+W4W Persian gulg, Iran",Dezful
2264,khwchh bG bhsht,Tourist attraction,,,Tourist attraction,"Khuzestan Province, Dezful, jdh mHmd bn j`fr, 8983+FC9 khwchh bG bhsht, Iran",Dezful
2265,.Kheybar sq,Tourist attraction,,,Tourist attraction,"Dezful, Persian Gulf Sq, 997P+W4W .Kheybar sq, Iran",Dezful
2266,bG wyl hy mhr shhr dzfwl,Tourist attraction,,,Tourist attraction,"bG wyl hy mhr shhr dzfwl, 99MX+HRQ, Dezful, Khuzestan Province, Iran",Dezful
2267,khwchh bG myd,Tourist attraction,,,Tourist attraction,"khwchh bG myd, 8993+8C, shhrkh mHmd bn j`fr Tyr, Khuzestan Province, Iran",Dezful
2268,Choghamish,,,,,"Choghamish, Khuzestan Province, Iran",Dezful
2269,tf hy msty,Tourist attraction,,,Tourist attraction,"tf hy msty, 99MV+HHR, Dezful, Khuzestan Province, Iran",Dezful
2270,tfryHgh sHly tl khny,Tourist attraction,,,Tourist attraction,"tfryHgh sHly tl khny, CFX8+M86, Dezful, Khuzestan Province, Iran",Dezful
2271,khlh dyw,Tourist attraction,,,Tourist attraction,"khlh dyw, FJHP+QWF, Gavmir, Khuzestan Province, Iran",Dezful
2272,sd mwlyz,Tourist attraction,,,Tourist attraction,"sd mwlyz, GPG8+6F5, Dezful, Iran",Dezful
2273,sd dz ndymshkh,Tourist attraction,,,Tourist attraction,"sd dz ndymshkh, Iran",Dezful
2274,jdh zyby mynh dzfwl,Tourist attraction,,,Tourist attraction,"jdh zyby mynh dzfwl, GMQJ+XG, Gavmir, Khuzestan Province, Iran",Dezful
2275,plngn ( `yswnd mmqly wnd ),Tourist attraction,,,Tourist attraction,"dzfwl, jdh mynh, GMMM+7Q2 plngn ( `yswnd mmqly wnd ), Iran",Dezful
2276,Qasim Castle,Tourist attraction,,,Tourist attraction,"Qasim Castle, J859+7C7, Qaleh-ye Qasem, Khuzestan Province, Iran",Dezful
2277,mkhn mhy gyry,Tourist attraction,,,Tourist attraction,"mkhn mhy gyry, 765G+36X, Gheyb Ben Ali, Khuzestan Province, Iran",Dezful
2278,abshr bwlHsn,Tourist attraction,,,Tourist attraction,"abshr bwlHsn, JR6C+P6X, Dezful, Khuzestan Province, Iran",Dezful
2279,bG wylyy Sdq,Tourist attraction,,,Tourist attraction,"Dezful, rwbrwy shrkht tkhyn, 9CG5+2XR bG wylyy Sdq, Iran",Dezful
2280,tph bstny awysh,Tourist attraction,,,Tourist attraction,"tph bstny awysh, 6JH6+RV, Kohnak, Khuzestan Province, Iran",Dezful
2281,khwchh bG nkhl sbz,Tourist attraction,,,Tourist attraction,"Khuzestan Province, Dezful, jdh mHmd bn j`fr, khwchh bG nkhl sbz, Iran",Dezful
2282,gwmyr,Tourist attraction,,,Tourist attraction,"gwmyr, FMQG+2J, Gavmir, Khuzestan Province, Iran",Dezful
2283,pydh rw sngy,Tourist attraction,,,Tourist attraction,"Dezful, zyb`ln, 99MW+QPG pydh rw sngy, Iran",Dezful
2284,kht hy twrysty ndymshkh,Tourist attraction,,,Tourist attraction,"kht hy twrysty ndymshkh, FGH2+PR, ql`h mkhtr, Khuzestan Province, Iran",Dezful
2285,nkhwdkhr,Tourist attraction,,,Tourist attraction,"Khuzestan Province, Gavmir, nkhwdkhr, FMQF+F3H nkhwdkhr, Iran",Dezful
2286,Azadi Sq.,Town square,,,Town square,"Azadi Sq., Dezful, Iran",Dezful
2287,kht,Tourist attraction,,,Tourist attraction,"kht, CFX3+5W, Chamgolak, Khuzestan Province, Iran",Dezful
2288,jdh rwdkhnh w sd shyryn ab,Tourist attraction,,,Tourist attraction,"Khuzestan Province, Dezful, shhr, Hmzh shyryn ab, 9HRQ+845 jdh rwdkhnh w sd shyryn ab, Iran",Dezful
2289,chshmh khzrmy,Tourist attraction,,,Tourist attraction,"chshmh khzrmy, J83W+CW8, Qaleh-ye Qasem, Khuzestan Province, Iran",Dezful
2290,chshmh `mlh syf,Tourist attraction,,,Tourist attraction,"chshmh `mlh syf, 66CR+RP3, Amaleh Seyf, Khuzestan Province, Iran",Dezful
2291,pyshql ( `yswnd _ mmqly wnd ),Tourist attraction,,,Tourist attraction,"pyshql ( `yswnd _ mmqly wnd ), FHXP+58, Gavmir, Khuzestan Province, Iran",Dezful
2292,ttr,Tourist attraction,,,Tourist attraction,"ttr, 57W3+8P7, Shush, Khuzestan Province, Iran",Dezful
2293,mjmw`h grdshgry dlyr,Tourist attraction,5,3,Tourist attraction,"mjmw`h grdshgry dlyr, CX83+GRJ shhrwd,, Shahrud, Semnan Province, Iran",Shahrud
2294,irangardi,Tourist information center,5,2,Tourist information center,"irangardi, CX95+HFH, Shahrud, Semnan Province, Iran",Shahrud
2295,Jangal abr,National forest,4.4,1945,"National forest, Tourist attraction","Jangal abr, Q23J+7M3, Abr, Semnan Province, Iran",Shahrud
2296,Kaboudwall Waterfall,Tourist attraction,4.5,1324,Tourist attraction,"Kaboudwall Waterfall, VVCQ+RF3, Ali Abad, Golestan Province, Iran",Shahrud
2297,Shahroud Waterfall,Park,4.2,261,Park,"Shahroud Waterfall, CXG2+RV5, Shahrud, Semnan Province, Iran",Shahrud
2298,Mojen Waterfall,Tourist attraction,4.6,216,Tourist attraction,"Mojen Waterfall, FHH2+VPW, Shahrud, Iran",Shahrud
2299,Olang Forest,National forest,4.7,174,National forest,"Golestan Province, jdh shhrwd - rmyn, R6VJ+PC8 Olang Forest, Iran",Shahrud
2300,Shahrud Museum,Museum,4.1,46,"Museum, Tourist attraction","Semnan Province, Shahrud, Ferdowsi St, CXH9+57W Shahrud Museum, Iran",Shahrud
2301,Shahroud Railway Station,Train station,4.2,46,Train station,"Shahroud Railway Station, Shahrud, Semnan Province, Iran",Shahrud
2302,Kashaneh Tower,Archaeological site,4.1,44,"Archaeological site, Tourist attraction","Kashaneh Tower, F2M2+52R, Bastam, Semnan Province, Iran",Shahrud
2303,Jajrood Bridge,Historical place,4.3,38,"Historical place, Tourist attraction","Jajrood Bridge, PMPV+FHJ, Saeedabad, Tehran Province, Iran",Shahrud
2304,Shohadaye Mehrab Park,Park,4,28,Park,"Shohadaye Mehrab Park, CXG3+2CX, Shahrud, Semnan Province, Iran",Shahrud
2305,Abarsaj Waterfalls,Tourist attraction,4.1,23,Tourist attraction,"Abarsaj Waterfalls, HVWQ+W76, shhrwd, Semnan Province, Iran",Shahrud
2306,abshr mSnw`y shhrwd,Park,4.4,20,Park,"Shahrud, shhrwd,stn smnn,, CXH2+RJP abshr mSnw`y shhrwd, Iran",Shahrud
2307,Jameh Mosque of Shahrud,Mosque,4,15,"Mosque, Tourist attraction","Jameh Mosque of Shahrud, CXG5+4J6, Shahrud, Semnan Province, Iran",Shahrud
2308,mjmw`h bG yrny,Park,4.8,10,Park,"Shahrud, shhrwd,stn smnn,, CXG3+M46 mjmw`h bG yrny, Iran",Shahrud
2309,armgh shykh bwlHsn khrqny,Tourist attraction,4.4,8,Tourist attraction,"armgh shykh bwlHsn khrqny, J3M9+GPJ, Qaleno-e-xaraqan, Semnan Province, Iran",Shahrud
2310,Ofogh Tourism Complex,Park,3.7,6,Park,"Ofogh Tourism Complex, CXVR+HF8, Shahrud, Semnan Province, Iran",Shahrud
2311,shyryn abd,Tourist attraction,4.8,5,Tourist attraction,"shyryn abd, Q2R8+R9, Shirinabad, Golestan Province, Iran",Shahrud
2312,brwy trykhy bsTm,Tourist attraction,4.6,5,Tourist attraction,"brwy trykhy bsTm, F2P3+3VV, Bastam, Iran",Shahrud
2313,slTn mydn,Tourist attraction,5,3,Tourist attraction,"Abr, rwsty br, stn smnn,, PX5Q+88M slTn mydn, Iran",Shahrud
2314,bG yrny srb,Tourist attraction,4.5,2,Tourist attraction,"Shahrud, shhrwd,stn smnn,, CXQH+6HX bG yrny srb, Iran",Shahrud
2315,Sarcheshmeh Square,Park,5,2,Park,"Shahrud, shhrwd,stn smnn,, CXQH+G5G Sarcheshmeh Square, Iran",Shahrud
2316,Historical Shahrood Wall,Historical landmark,5,2,Historical landmark,"Shahrud, Shahrud - shhrwd,yrn, CXC3+8G5 Historical Shahrood Wall, Iran",Shahrud
2317,chshmh mrym,Tourist attraction,5,2,Tourist attraction,"chshmh mrym, Q33V+W6, Abr, Semnan Province, Iran",Shahrud
2318,chshmh prykhny,Tourist attraction,5,2,Tourist attraction,"chshmh prykhny, GQX7+2M, Nekarman, Semnan Province, Iran",Shahrud
2319,srw zrbyn khhnsl,Tourist attraction,4.5,2,Tourist attraction,"Seyyedkalate, stn glstn, jdh shhrwd - rmyn,, X4C5+X5M srw zrbyn khhnsl, Iran",Shahrud
2320,mkhn trykhy mdhhby,Historical landmark,5,2,Historical landmark,"Shahrud, byd abd,shhrwd, stn smnn,, CXF4+JQM mkhn trykhy mdhhby, Iran",Shahrud
2321,jngl ykhh qch khwshyylq,Tourist attraction,5,2,Tourist attraction,"jngl ykhh qch khwshyylq, V9CH+XM, Khoshyeylaq, Golestan Province, Iran",Shahrud
2322,br,Tourist attraction,5,2,Tourist attraction,"br, Q4JW+MV, Abr, Semnan Province, Iran",Shahrud
2323,khshty nwH,Tourist attraction,5,2,Tourist attraction,"khshty nwH, V3V4+M3, Paqale, Golestan Province, Iran",Shahrud
2324,rtf`t myn rstq,Tourist attraction,5,2,Tourist attraction,"Golestan Province, Ali Abad, dhnh zryn gl, msyr rwsty myn rstq, R2FM+C6W rtf`t myn rstq, Iran",Shahrud
2325,rwsty grdshgry frtkhth,Tourist attraction,5,2,Tourist attraction,"rwsty grdshgry frtkhth, QXV7+7WJ, Afratakhteh, Iran",Shahrud
2326,shhrwd,Tourist attraction,5,1,Tourist attraction,"shhrwd, C238+G5G, Shahrud, Iran",Shahrud
2327,bwstn mshhyr shhrwd,Tourist attraction,5,1,Tourist attraction,"bwstn mshhyr shhrwd, CXF3+M6M, Shahrud, Semnan Province, Iran",Shahrud
2328,jdh Trwd - shhrwd,Tourist attraction,5,1,Tourist attraction,"jdh shhrwd-Trwd, jdh Trwd - shhrwd, Iran",Shahrud
2329,hwshnsy shhrwd,Tourist attraction,4,1,Tourist attraction,"hwshnsy shhrwd, 9WJH+7V3, Shahrud, Iran",Shahrud
2330,ab nbr trykhy mdrsh ql`h,Tourist attraction,5,1,Tourist attraction,"ab nbr trykhy mdrsh ql`h, CXF6+M8V, Shahrud, Iran",Shahrud
